Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2020/11/10,18362.1198,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2020/12/08,18362.1256,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2019/06/11,18362.175,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2019/07/09,18362.239,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2019/03/29,18362.3,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2019/09/10,18362.356,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2019/11/12,18362.476,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2019/12/10,18362.535,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2020/02/11,18362.657,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2020/03/12,18362.72,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2020/05/12,18362.836,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
0,0,,,ClrStack,Walk,Stack,Windows 10,1903,Pro,2020/07/14,18362.959,ClrInstanceID={ClrInstanceID};Reserved1={Reserved1};Reserved2={Reserved2};FrameCount={FrameCount};Stack={Stack},{ClrInstanceID} | {Reserved1} | {Reserved2} | {FrameCount} | {Stack}
