Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows 11,21H2,Pro,2022/06/21,22000.739,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows 11,21H2,Pro,2022/05/17,22000.675,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows 11,21H2,Pro,2022/04/19,22000.613,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows 11,21H2,Pro,2022/03/15,22000.556,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows 11,21H2,Pro,2022/02/15,22000.493,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows 11,21H2,Pro,2022/01/11,22000.434,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows 11,21H2,Pro,2021/12/14,22000.376,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows 11,21H2,Pro,2021/11/09,22000.318,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows 11,21H2,Pro,2021/09/16,22000.194,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
1000,0,Error,Microsoft-Windows-NetworkProvider/Operational,UNC Hardening Configuration,Unsupported Registry Value Type,UNC Hardening,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Ignoring UNC Hardening Configuration Entry: Unsupported registry value type.Registry Value Path: {RegistryKey}@{RegistryValueName}Registry Value Type: {RegistryValueType}Guidance:UNC Hardening configuration only supports registry values of types REG_SZ and REG_MULTI_SZ.For details on configuring Windows computers to require additional security when accessing specific UNC paths; visit http://support.microsoft.com/kb/3000483.,{RegistryKey} | {RegistryValueName} | {RegistryValueType}
