Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,22H2,Pro,2022/11/15,22621.819,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,22H2,Pro,2022/10/18,22621.674,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,22H2,Pro,2022/09/20,22621.382,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2022/09/20,22000.978,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2022/08/16,22000.856,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2022/11/15,22000.1219,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro,2022/10/18,22000.1098,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2022/11/15,20348.1249,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,22H2,Pro,2022/11/15,19045.2251,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H2,Pro,2022/11/15,19044.2251,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H2,Pro,2022/10/18,19044.213,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H2,Pro,2022/09/20,19044.2006,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H2,Pro,2022/08/16,19044.1889,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H2,Pro,2022/07/19,19044.1826,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
1000,0,Warning,Microsoft-Windows-Known Folders/Operational,,,,Windows 10,21H1,Pro,2022/11/15,19043.2251,Error {hrError} occurred while creating known folder {FolderId} with path '{Path}'.,{hrError} | {FolderId} | {Path}
