Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
