Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2018/11/13,17763.107,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
10,0,Information,Microsoft-Windows-Kernel-Disk/Analytic,,,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,{TransferSize} bytes read from disk {DiskNumber} at {ByteOffset}.,{TransferSize} | {DiskNumber} | {ByteOffset}
