Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 11,22H2,Pro,2022/10/18,22621.674,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2022/10/18,19044.213,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2022/09/20,19044.2006,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2022/08/16,19044.1889,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2022/07/19,19044.1826,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2022/06/21,19044.1766,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2022/05/17,19044.1706,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2022/04/19,19044.1645,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2022/01/11,19044.1466,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2021/10/12,19044.1288,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2021/04/13,19043.928,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2022/10/18,19043.213,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2022/09/20,19043.2006,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2022/08/16,19043.1889,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2022/07/19,19043.1826,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2022/06/21,19043.1766,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2022/05/17,19043.1706,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2022/04/19,19043.1645,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2022/01/11,19043.1466,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2021/12/14,19043.1415,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2021/12/14,19043.1415,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2021/11/09,19043.1348,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2021/10/12,19043.1288,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2021/09/14,19043.1237,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2021/08/10,19043.1165,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2021/07/13,19043.111,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2021/06/08,19043.1052,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2022/04/19,19042.1645,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2022/01/11,19042.1466,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2021/05/11,19041.985,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2021/05/11,19041.985,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2021/04/13,19041.928,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2021/04/13,19041.928,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2021/03/09,19041.867,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2021/03/09,19041.867,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2021/02/09,19041.804,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2021/02/09,19041.804,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2021/01/12,19041.746,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2021/01/12,19041.746,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2020/12/08,19041.685,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2020/12/08,19041.685,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2020/11/19,19041.631,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2020/11/10,19041.63,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2020/10/13,19041.572,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2020/09/08,19041.508,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2020/08/11,19041.45,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2020/07/14,19041.388,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2020/06/09,19041.329,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2020/05/27,19041.264,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2020/04/16,19041.208,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2022/03/15,19041.1586,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2022/03/15,19041.1586,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2022/03/15,19041.1586,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2022/02/15,19041.1526,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H1,Pro,2022/02/15,19041.1526,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,21H2,Pro,2022/02/15,19041.1526,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2021/12/14,19041.1415,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2021/11/09,19041.1348,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2021/11/09,19041.1348,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2021/10/12,19041.1288,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2021/10/12,19041.1288,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2021/09/14,19041.1237,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,2004,Pro,2021/09/14,19041.1237,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
100,0,Information,Microsoft-Windows-Security-UserConsentVerifier/Audit,Verification,Result,User Consent Verification Biometrics Fingerprint,Windows 10,20H2,Pro,2021/08/10,19041.1165,A user consent verification request using a biometric fingerprint succeeded.Application: {AppName}Purpose for consent: {AppMessage},{AppName} | {AppMessage}
