Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,22H2,Pro,2022/12/20,22621.963,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,22H2,Pro,2022/11/15,22621.819,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,22H2,Pro,2022/10/18,22621.674,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,22H2,Pro,2022/09/20,22621.382,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,22H2,Pro,2023/02/21,22621.1265,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,22H2,Pro,2023/02/21,22621.1265,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,22H2,Pro,2023/01/17,22621.1105,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/09/20,22000.978,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/08/16,22000.856,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/07/19,22000.795,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/06/21,22000.739,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/05/17,22000.675,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/04/19,22000.613,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/03/15,22000.556,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/02/15,22000.493,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/01/11,22000.434,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2021/12/14,22000.376,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2021/11/09,22000.318,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2021/09/16,22000.194,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2023/02/21,22000.1574,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2023/01/17,22000.1455,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/12/20,22000.1335,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/11/15,22000.1219,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro,2022/10/18,22000.1098,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,22H2,Pro,2023/01/17,19045.2486,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,22H2,Pro,2022/12/20,19045.2364,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,22H2,Pro,2022/11/15,19045.2251,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2023/02/21,19044.2604,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2023/01/17,19044.2486,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2022/12/20,19044.2364,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2022/11/15,19044.2251,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2022/10/18,19044.213,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2022/09/20,19044.2006,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2022/08/16,19044.1889,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2022/07/19,19044.1826,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2022/06/21,19044.1766,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2022/05/17,19044.1706,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2022/04/19,19044.1645,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2022/01/11,19044.1466,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2021/10/12,19044.1288,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2021/04/13,19043.928,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2022/12/20,19043.2364,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2022/11/15,19043.2251,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2022/10/18,19043.213,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2022/09/20,19043.2006,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2022/08/16,19043.1889,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2022/07/19,19043.1826,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2022/06/21,19043.1766,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2022/05/17,19043.1706,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2022/04/19,19043.1645,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2022/01/11,19043.1466,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H2,Pro,2021/12/14,19043.1415,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2021/12/14,19043.1415,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2021/11/09,19043.1348,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
1,1,Error,Microsoft-Windows-BitLocker-DrivePreparationTool/Admin,,Initialization,,Windows 10,21H1,Pro,2021/10/12,19043.1288,A problem occurred while running the BitLocker Drive Preparation Tool.Error Code: {MessageCode}Error Text: {MessageText},{MessageCode} | {MessageText}
