Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
0,0,Information,Microsoft-Windows-WebIO-DiagInfo,,,HttpDiagInfoKeyword,Windows 11,24H2,Pro,2024/10/2,26100.1742,Http Diag Msg ProcessName {ProcessName} ModuleName {ModuleName} EventGuid {EventGuid} HttpProtVersion {HttpProtVersion} Transport {Transport} Host {Host} Path {Path} HttpMethod {HttpMethod} HttpStatus {HttpStatus} FaultReason {ProcessName}0 FaultDescription {ProcessName}1 ErrorCode {ProcessName}2 ParseBuffer {ProcessName}3,{ProcessName} | {ModuleName} | {EventGuid} | {HttpProtVersion} | {Transport} | {Host} | {Path} | {HttpMethod} | {HttpStatus} | {ProcessName} | {ProcessName} | {ProcessName} | {ProcessName}
