Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 11,22H2,Pro,2022/10/18,22621.674,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2022/10/18,19044.213,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2022/09/20,19044.2006,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2022/08/16,19044.1889,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2022/07/19,19044.1826,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2022/06/21,19044.1766,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2022/05/17,19044.1706,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2022/04/19,19044.1645,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2022/01/11,19044.1466,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2021/10/12,19044.1288,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2021/04/13,19043.928,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2022/10/18,19043.213,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2022/09/20,19043.2006,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2022/08/16,19043.1889,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2022/07/19,19043.1826,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2022/06/21,19043.1766,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2022/05/17,19043.1706,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2022/04/19,19043.1645,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2022/01/11,19043.1466,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2021/12/14,19043.1415,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2021/12/14,19043.1415,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2021/11/09,19043.1348,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2021/10/12,19043.1288,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2021/09/14,19043.1237,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2021/08/10,19043.1165,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2021/07/13,19043.111,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2021/06/08,19043.1052,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2022/04/19,19042.1645,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2022/01/11,19042.1466,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/05/11,19041.985,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2021/05/11,19041.985,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/04/13,19041.928,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2021/04/13,19041.928,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/03/09,19041.867,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2021/03/09,19041.867,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/02/09,19041.804,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2021/02/09,19041.804,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/01/12,19041.746,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2021/01/12,19041.746,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2020/12/08,19041.685,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2020/12/08,19041.685,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2020/11/19,19041.631,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2020/11/10,19041.63,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2020/10/13,19041.572,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2020/09/08,19041.508,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2020/08/11,19041.45,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2020/07/14,19041.388,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2020/06/09,19041.329,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2020/05/27,19041.264,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2020/04/16,19041.208,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2022/03/15,19041.1586,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2022/03/15,19041.1586,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2022/03/15,19041.1586,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2022/02/15,19041.1526,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H1,Pro,2022/02/15,19041.1526,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,21H2,Pro,2022/02/15,19041.1526,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/12/14,19041.1415,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/11/09,19041.1348,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2021/11/09,19041.1348,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/10/12,19041.1288,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2021/10/12,19041.1288,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/09/14,19041.1237,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2021/09/14,19041.1237,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/08/10,19041.1165,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2021/08/10,19041.1165,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/07/13,19041.111,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2021/07/13,19041.111,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,20H2,Pro,2021/06/08,19041.1052,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,2004,Pro,2021/06/08,19041.1052,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/07/14,18363.959,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/06/09,18363.9,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/05/12,18363.836,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/04/14,18363.778,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/03/12,18363.72,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/02/11,18363.657,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/01/14,18363.592,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2019/12/10,18363.535,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2019/10/05,18363.418,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2021/06/08,18363.1621,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2021/05/11,18363.1556,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2021/04/13,18363.15,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2021/03/09,18363.144,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2021/02/11,18363.1379,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2021/01/12,18363.1316,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/12/08,18363.1256,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/11/10,18363.1198,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/10/13,18363.1139,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/09/08,18363.1082,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1909,Pro,2020/08/11,18363.1016,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2020/07/14,18362.959,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2020/05/12,18362.836,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2020/03/12,18362.72,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2020/02/11,18362.657,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2019/12/10,18362.535,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2019/11/12,18362.476,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2019/09/10,18362.356,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2019/03/29,18362.3,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2019/07/09,18362.239,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2019/06/11,18362.175,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2020/12/08,18362.1256,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2020/11/10,18362.1198,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2020/10/13,18362.1139,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
1001,0,Information,Microsoft-Windows-SetupPlatform/Analytic,Run operation,Start,Performance,Windows 10,1903,Pro,2020/09/08,18362.1082,Start operation: {Operation}; {ErrorCode},{Operation} | {ErrorCode}
