Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,2004,Pro,2021/07/13,19041.111,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/07/14,18363.959,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/06/09,18363.9,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/05/12,18363.836,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/04/14,18363.778,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/03/12,18363.72,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/02/11,18363.657,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/01/14,18363.592,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2019/12/10,18363.535,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2019/10/05,18363.418,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2021/04/13,18363.15,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2021/03/09,18363.144,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2020/07/14,18362.959,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2020/05/12,18362.836,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2020/03/12,18362.72,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2020/02/11,18362.657,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2019/12/10,18362.535,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2019/11/12,18362.476,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2019/09/10,18362.356,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2019/03/29,18362.3,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2019/07/09,18362.239,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2019/06/11,18362.175,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2020/01/14,17763.973,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2019/12/10,17763.914,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2019/11/12,17763.864,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2019/10/08,17763.805,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2019/09/10,17763.737,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2019/08/13,17763.678,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2019/07/09,17763.615,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2019/06/11,17763.557,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2019/05/19,17763.504,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2019/04/09,17763.437,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2019/03/12,17763.379,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2019/02/12,17763.316,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1803,Pro,2019/01/08,17763.253,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2018/12/11,17763.194,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2020/11/10,17763.1577,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2020/10/13,17763.1518,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2020/09/08,17763.1457,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2020/08/11,17763.1397,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,Data collector set {Name} was created by {User}.,{Name} | {User}
1000,0,Information,Microsoft-Windows-Diagnosis-PLA/Operational,,,,Windows 10,1809,Pro,2020/07/14,17763.1339,Data collector set {Name} was created by {User}.,{Name} | {User}
