Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,22H2,Pro,2022/12/20,22621.963,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2022/04/19,22000.613,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2022/03/15,22000.556,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2022/02/15,22000.493,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2022/01/11,22000.434,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2021/12/14,22000.376,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2021/11/09,22000.318,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2021/09/16,22000.194,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2023/03/21,22000.1696,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2023/02/21,22000.1574,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2023/01/17,22000.1455,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2022/12/20,22000.1335,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2022/11/15,22000.1219,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro,2022/10/18,22000.1098,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2023/03/21,20348.1607,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2023/02/21,20348.1547,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2023/01/17,20348.1487,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/12/20,20348.1366,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/11/15,20348.1249,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,22H2,Pro,2023/03/21,19045.2728,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,22H2,Pro,2023/02/21,19045.2604,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,22H2,Pro,2023/01/17,19045.2486,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,22H2,Pro,2022/12/20,19045.2364,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,22H2,Pro,2022/11/15,19045.2251,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2023/03/21,19044.2728,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2023/02/21,19044.2604,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2023/01/17,19044.2486,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/12/20,19044.2364,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/11/15,19044.2251,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/10/18,19044.213,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/09/20,19044.2006,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/08/16,19044.1889,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/07/19,19044.1826,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/06/21,19044.1766,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/05/17,19044.1706,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/04/19,19044.1645,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/01/11,19044.1466,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2021/10/12,19044.1288,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2021/04/13,19043.928,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/12/20,19043.2364,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/11/15,19043.2251,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/10/18,19043.213,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/09/20,19043.2006,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/08/16,19043.1889,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/07/19,19043.1826,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/06/21,19043.1766,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/05/17,19043.1706,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/04/19,19043.1645,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/01/11,19043.1466,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2021/12/14,19043.1415,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2021/12/14,19043.1415,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2021/11/09,19043.1348,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2021/10/12,19043.1288,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2021/09/14,19043.1237,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2021/08/10,19043.1165,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2021/07/13,19043.111,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2021/06/08,19043.1052,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2022/04/19,19042.1645,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2022/01/11,19042.1466,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2021/05/11,19041.985,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/05/11,19041.985,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2021/04/13,19041.928,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/04/13,19041.928,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2021/03/09,19041.867,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/03/09,19041.867,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2021/02/09,19041.804,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/02/09,19041.804,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2021/01/12,19041.746,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/01/12,19041.746,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2020/12/08,19041.685,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2020/12/08,19041.685,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2020/11/19,19041.631,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2020/11/10,19041.63,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2020/10/13,19041.572,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2020/09/08,19041.508,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2020/08/11,19041.45,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2020/07/14,19041.388,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2020/06/09,19041.329,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2020/05/27,19041.264,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2020/04/16,19041.208,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/03/15,19041.1586,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/03/15,19041.1586,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2022/03/15,19041.1586,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H1,Pro,2022/02/15,19041.1526,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,21H2,Pro,2022/02/15,19041.1526,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2022/02/15,19041.1526,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/12/14,19041.1415,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2021/11/09,19041.1348,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/11/09,19041.1348,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2021/10/12,19041.1288,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/10/12,19041.1288,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2021/09/14,19041.1237,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/09/14,19041.1237,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2021/08/10,19041.1165,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/08/10,19041.1165,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2021/07/13,19041.111,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/07/13,19041.111,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,2004,Pro,2021/06/08,19041.1052,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,20H2,Pro,2021/06/08,19041.1052,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2020/07/14,18363.959,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2020/06/09,18363.9,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2020/05/12,18363.836,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2020/04/14,18363.778,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2020/03/12,18363.72,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2020/02/11,18363.657,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2020/01/14,18363.592,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2019/12/10,18363.535,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2019/10/05,18363.418,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2021/06/08,18363.1621,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2021/05/11,18363.1556,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2021/04/13,18363.15,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2021/03/09,18363.144,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2021/02/11,18363.1379,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2021/01/12,18363.1316,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2020/12/08,18363.1256,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2020/11/10,18363.1198,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2020/10/13,18363.1139,For more details for this event; please refer to the 'Details' section,
10,0,Information,Microsoft-Windows-CAPI2/Operational,Build Chain,Start,Path Validation Path Discovery,Windows 10,1909,Pro,2020/09/08,18363.1082,For more details for this event; please refer to the 'Details' section,
