Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Warning,System,,,,Windows 10,1803,Pro,1970/01/01,17134.1,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2019/09/10,17134.1006,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2018/06/12,17134.112,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2018/08/14,17134.228,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2018/09/11,17134.285,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2019/01/08,17134.523,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2019/03/12,17134.648,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2019/04/09,17134.706,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2019/05/19,17134.766,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2019/06/11,17134.829,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2019/07/09,17134.885,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2019/08/13,17134.95,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2020/02/11,17763.1039,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2018/11/13,17763.107,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2018/11/13,17763.107,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2020/03/12,17763.1098,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2020/04/14,17763.1158,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2020/05/12,17763.1217,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2020/06/09,17763.1282,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2020/07/14,17763.1339,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2020/08/11,17763.1397,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2020/09/08,17763.1457,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2020/10/13,17763.1518,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2020/11/10,17763.1577,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2018/12/11,17763.194,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1803,Pro,2019/01/08,17763.253,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2019/02/12,17763.316,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2019/03/12,17763.379,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2019/04/09,17763.437,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2019/05/19,17763.504,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2019/06/11,17763.557,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2019/07/09,17763.615,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2019/08/13,17763.678,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2019/09/10,17763.737,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2019/10/08,17763.805,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2019/11/12,17763.864,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2019/12/10,17763.914,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1809,Pro,2020/01/14,17763.973,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
1,0,Warning,System,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,The Transaction (UOW={TxUow}; Description='{TxDescription}') was unable to be committed; and instead rolled back; this was due to an error message returned by CLFS while attempting to write a Prepare or Commit record for the Transaction.  The CLFS error returned was: {ClfsStatus}.,{TxUow} | {TxDescription} | {ClfsStatus}
