Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 11,21H2,Pro,2022/07/19,19044.1826,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H2,Pro,2022/06/21,19044.1766,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H2,Pro,2022/05/17,19044.1706,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H2,Pro,2022/04/19,19044.1645,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H2,Pro,2022/01/11,19044.1466,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H2,Pro,2021/10/12,19044.1288,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2021/04/13,19043.928,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 11,21H1,Pro,2022/07/19,19043.1826,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2022/06/21,19043.1766,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2022/05/17,19043.1706,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2022/04/19,19043.1645,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2022/01/11,19043.1466,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H2,Pro,2021/12/14,19043.1415,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2021/12/14,19043.1415,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2021/11/09,19043.1348,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2021/10/12,19043.1288,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2021/09/14,19043.1237,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2021/08/10,19043.1165,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2021/07/13,19043.111,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2021/06/08,19043.1052,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2022/04/19,19042.1645,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2022/01/11,19042.1466,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2021/05/11,19041.985,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/05/11,19041.985,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2021/04/13,19041.928,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/04/13,19041.928,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2021/03/09,19041.867,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/03/09,19041.867,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2021/02/09,19041.804,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/02/09,19041.804,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2021/01/12,19041.746,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/01/12,19041.746,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2020/12/08,19041.685,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2020/12/08,19041.685,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2020/11/19,19041.631,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2020/11/10,19041.63,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2020/10/13,19041.572,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2020/09/08,19041.508,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2020/08/11,19041.45,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2020/07/14,19041.388,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2020/06/09,19041.329,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2020/05/27,19041.264,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2020/04/16,19041.208,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H2,Pro,2022/03/15,19041.1586,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2022/03/15,19041.1586,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2022/03/15,19041.1586,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H2,Pro,2022/02/15,19041.1526,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,21H1,Pro,2022/02/15,19041.1526,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2022/02/15,19041.1526,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/12/14,19041.1415,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2021/11/09,19041.1348,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/11/09,19041.1348,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2021/10/12,19041.1288,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/10/12,19041.1288,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2021/09/14,19041.1237,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/09/14,19041.1237,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2021/08/10,19041.1165,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/08/10,19041.1165,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2021/07/13,19041.111,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/07/13,19041.111,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,2004,Pro,2021/06/08,19041.1052,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,20H2,Pro,2021/06/08,19041.1052,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,1909,Pro,2020/07/14,18363.959,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,1909,Pro,2020/06/09,18363.9,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,1909,Pro,2020/05/12,18363.836,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,1909,Pro,2020/04/14,18363.778,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,1909,Pro,2020/03/12,18363.72,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,1909,Pro,2020/02/11,18363.657,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,1909,Pro,2020/01/14,18363.592,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
106,1,Warning,Operational,Boot Performance Monitoring,Boot Degradation,Event Log,Windows 10,1909,Pro,2019/12/10,18363.535,Background optimizations (prefetching) took longer to complete; resulting in a performance degradation in the system start up process:      Name		:	{Name}     Total Time		:	{TotalTime}ms     Degradation Time	:	{DegradationTime}ms     Incident Time (UTC)	:	{StartTime},{Name} | {TotalTime} | {DegradationTime} | {StartTime}
