Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2021/04/13,19041.928,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2021/03/09,19041.867,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2021/02/09,19041.804,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2021/01/12,19041.746,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2020/12/08,19041.685,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2020/11/10,19041.63,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2020/10/13,19041.572,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2020/09/08,19041.508,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2020/08/11,19041.45,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2020/07/14,19041.388,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2020/06/09,19041.329,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2020/05/27,19041.264,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2020/04/16,19041.208,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,2004,Pro,2021/07/13,19041.111,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
2003,0,Information,Microsoft-Windows-SrumTelemetry,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,BatteryDrainRate ({BatteryDrainRate}); PowerBitpack ({PowerBitpack}); Duration ({Duration}); AppCpuCyclesBitpack ({AppCpuCyclesBitpack}); TimeStamp ({TimeStamp}).,{BatteryDrainRate} | {PowerBitpack} | {Duration} | {AppCpuCyclesBitpack} | {TimeStamp}
