Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 11,21H2,Pro,2022/06/21,22000.739,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H2,Pro,2022/06/21,19044.1766,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H2,Pro,2022/05/17,19044.1706,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H2,Pro,2022/04/19,19044.1645,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H2,Pro,2022/01/11,19044.1466,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H2,Pro,2021/10/12,19044.1288,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2021/04/13,19043.928,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2022/06/21,19043.1766,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2022/05/17,19043.1706,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2022/04/19,19043.1645,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2022/01/11,19043.1466,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H2,Pro,2021/12/14,19043.1415,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2021/12/14,19043.1415,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2021/11/09,19043.1348,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2021/10/12,19043.1288,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2021/09/14,19043.1237,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2021/08/10,19043.1165,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2021/07/13,19043.111,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2021/06/08,19043.1052,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2022/04/19,19042.1645,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2022/01/11,19042.1466,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/05/11,19041.985,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2021/05/11,19041.985,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/04/13,19041.928,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2021/04/13,19041.928,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/03/09,19041.867,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2021/03/09,19041.867,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/02/09,19041.804,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2021/02/09,19041.804,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/01/12,19041.746,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2021/01/12,19041.746,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2020/12/08,19041.685,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2020/12/08,19041.685,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2020/11/19,19041.631,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2020/11/10,19041.63,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2020/10/13,19041.572,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2020/09/08,19041.508,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2020/08/11,19041.45,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2020/07/14,19041.388,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2020/06/09,19041.329,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2020/05/27,19041.264,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2020/04/16,19041.208,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H2,Pro,2022/03/15,19041.1586,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2022/03/15,19041.1586,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2022/03/15,19041.1586,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H2,Pro,2022/02/15,19041.1526,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,21H1,Pro,2022/02/15,19041.1526,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2022/02/15,19041.1526,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/12/14,19041.1415,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/11/09,19041.1348,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2021/11/09,19041.1348,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/10/12,19041.1288,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2021/10/12,19041.1288,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/09/14,19041.1237,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2021/09/14,19041.1237,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/08/10,19041.1165,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2021/08/10,19041.1165,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/07/13,19041.111,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2021/07/13,19041.111,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,20H2,Pro,2021/06/08,19041.1052,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,2004,Pro,2021/06/08,19041.1052,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/07/14,18363.959,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/06/09,18363.9,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/05/12,18363.836,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/04/14,18363.778,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/03/12,18363.72,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/02/11,18363.657,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/01/14,18363.592,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2019/12/10,18363.535,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2019/10/05,18363.418,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2021/06/08,18363.1621,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2021/05/11,18363.1556,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2021/04/13,18363.15,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2021/03/09,18363.144,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2021/02/11,18363.1379,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2021/01/12,18363.1316,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/12/08,18363.1256,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/11/10,18363.1198,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/10/13,18363.1139,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/09/08,18363.1082,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1909,Pro,2020/08/11,18363.1016,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1903,Pro,2020/07/14,18362.959,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1903,Pro,2020/05/12,18362.836,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
1001,0,Information,Microsoft-Windows-WFP/Analytic,,,ut:AOAC,Windows 10,1903,Pro,2020/03/12,18362.72,WFP: Packet Dropped - Filter Run-Time ID: {Timestamp}4; Layer Run-Time ID: {Timestamp}5,{Timestamp} | {Timestamp}
