Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/08/13,17134.950,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/09/10,17134.1006,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/01/08,17763.253,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/03/12,17134.648,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,1970/01/01,17134.1,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2018/08/14,17134.228,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/01/08,17134.523,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/04/09,17134.706,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2018/09/11,17134.285,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2018/06/12,17134.112,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/06/11,17134.829,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/05/19,17134.766,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/07/09,17134.885,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/07/13,19041.1110,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1607,Pro,2016/11/08,14393.447,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2019/09/10,18362.356,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2019/11/12,18362.476,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2019/06/11,18362.175,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2020/07/14,18362.959,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2020/05/12,18362.836,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2020/03/12,18362.720,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2019/07/09,18362.239,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2019/12/10,18362.535,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2020/02/11,18362.657,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2019/03/29,18362.30,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1511,Enterprise,2016/02/09,10586.104,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1511,Pro,2016/03/08,10586.164,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1511,Pro,1970/01/01,10586.0,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2018/12/11,17763.194,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2019/11/12,17763.864,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2020/03/12,17763.1098,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2019/05/19,17763.504,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2020/07/14,17763.1339,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2019/08/13,17763.678,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2020/10/13,17763.1518,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2019/10/08,17763.805,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2019/12/10,17763.914,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2019/07/09,17763.615,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2019/04/09,17763.437,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2020/01/14,17763.973,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2020/05/12,17763.1217,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2020/04/14,17763.1158,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2020/08/11,17763.1397,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2020/11/10,17763.1577,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2020/09/08,17763.1457,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2020/06/09,17763.1282,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2020/02/11,17763.1039,ERROR: {Message} - Status:{Status},{Message} | {Status}
