Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/08/13,17134.950,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2018/11/13,17763.107,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2019/02/12,17763.316,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2019/03/12,17763.379,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2019/09/10,17763.737,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1809,Pro,2019/06/11,17763.557,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1709,Pro,2017/11/14,16299.64,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1709,Pro,2017/12/12,16299.125,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1709,Pro,2017/11/14,16299.15,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1703,Pro,2017/07/11,15063.483,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1703,Pro,2017/03/20,15063.0,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1703,Pro,2017/06/13,15063.413,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2021/07/13,19041.1110,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2021/02/09,19041.804,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2020/07/14,19041.388,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2020/11/10,19041.630,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2021/05/11,19041.985,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2021/03/09,19041.867,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2020/06/09,19041.329,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2021/04/13,19041.928,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2020/12/08,19041.685,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2020/10/13,19041.572,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2020/04/16,19041.208,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2021/01/12,19041.746,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2020/08/11,19041.450,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2020/05/27,19041.264,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2020/09/08,19041.508,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2021/04/13,18363.1500,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2020/02/11,18363.657,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2020/04/14,18363.778,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2019/12/10,18363.535,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2019/10/05,18363.418,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2020/07/14,18363.959,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2021/03/09,18363.1440,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2020/05/12,18363.836,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2020/01/14,18363.592,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,1909,Pro,2020/03/12,18363.720,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2021/07/13,19043.1110,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,ERROR: {Message} - Status:{Status},{Message} | {Status}
1001,0,Error,iaLPSS2_I2C Debug channel,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,ERROR: {Message} - Status:{Status},{Message} | {Status}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/08/13,17134.950,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/09/10,17134.1006,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/01/08,17763.253,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/03/12,17134.648,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,1970/01/01,17134.1,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2018/08/14,17134.228,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/01/08,17134.523,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/04/09,17134.706,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2018/09/11,17134.285,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2018/06/12,17134.112,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/06/11,17134.829,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/05/19,17134.766,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,1803,Pro,2019/07/09,17134.885,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/07/13,19041.1110,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,INFO: {Message},{Message}
1002,0,Information,iaLPSS2_I2C Debug channel,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,INFO: {Message},{Message}
