Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/01/14,17763.973,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2018/11/13,17763.107,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2019/12/10,17763.914,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2019/09/10,17763.737,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2019/11/12,17763.864,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2019/08/13,17763.678,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2019/03/12,17763.379,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2016,1607,Standard,2016/11/08,14393.447,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2016,1607,Standard,2016/10/12,14393.0,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
1,0,Error,Microsoft-Windows-Service Reporting API/Debug,Debug task,Debug message,This keyword is for debug messages,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,The Service Reporting API encountered an error in file {FileName}; function {FunctionName}; line {LineNumber}: {DebugMessage},{FileName} | {FunctionName} | {LineNumber} | {DebugMessage}
