Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,22H2,Pro,2022/09/20,22621.382,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2022/09/20,22000.978,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2022/08/16,22000.856,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
2001,0,Information,Microsoft-Windows-Vpn Plugin Platform/Operational,,,,Windows 10,21H2,Pro,2022/09/20,19044.2006,Vpn Connection Error = {Error}; Profile name = {Profile}; Plugin SID = {Plugin},{Error} | {Profile} | {Plugin}
