Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 11,21H2,Pro,2022/05/17,22000.675,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2021/11/09,19041.1348,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2021/10/12,19041.1288,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2021/07/13,19041.111,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/07/14,18363.959,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/06/09,18363.9,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/05/12,18363.836,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/04/14,18363.778,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/03/12,18363.72,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/02/11,18363.657,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/01/14,18363.592,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2019/12/10,18363.535,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2019/10/05,18363.418,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2021/04/13,18363.15,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2021/03/09,18363.144,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1903,Pro,2020/07/14,18362.959,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1903,Pro,2020/05/12,18362.836,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1903,Pro,2020/03/12,18362.72,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1903,Pro,2020/02/11,18362.657,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1903,Pro,2019/12/10,18362.535,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1903,Pro,2019/11/12,18362.476,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1903,Pro,2019/09/10,18362.356,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,1903,Pro,2019/03/29,18362.3,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
