Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 11,21H2,Pro,2022/05/17,22000.675,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 11,21H2,Pro,2022/04/19,22000.613,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 11,21H2,Pro,2022/03/15,22000.556,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 11,21H2,Pro,2022/02/15,22000.493,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 11,21H2,Pro,2022/01/11,22000.434,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 11,21H2,Pro,2021/12/14,22000.376,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 11,21H2,Pro,2021/11/09,22000.318,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 11,21H2,Pro,2021/09/16,22000.194,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2021/04/13,19043.928,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2021/07/13,19043.111,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/05/11,19041.985,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2021/05/11,19041.985,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/04/13,19041.928,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2021/04/13,19041.928,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2021/03/09,19041.867,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2021/02/09,19041.804,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2021/01/12,19041.746,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2020/12/08,19041.685,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2020/11/10,19041.63,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2020/10/13,19041.572,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2020/09/08,19041.508,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2020/08/11,19041.45,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2020/07/14,19041.388,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2020/06/09,19041.329,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2020/05/27,19041.264,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,2004,Pro,2020/04/16,19041.208,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
30000,0,Information,Microsoft-Windows-AssignedAccessBroker/Admin,ActivateAssignedAccessApplication,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Activated above lock app {AboveLockAppAUMID} using interface {InterfaceType} with return code {HResult},{AboveLockAppAUMID} | {InterfaceType} | {HResult}
