Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
0,0,Error,SmbWmiAnalytic,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,2004,Pro,2021/07/13,19041.111,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/07/14,18363.959,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/06/09,18363.9,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/05/12,18363.836,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/04/14,18363.778,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/03/12,18363.72,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/02/11,18363.657,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
0,0,Error,SmbWmiAnalytic,,,,Windows 10,1909,Pro,2020/01/14,18363.592,Function {FunctionName} returned MI error {MiError} Win32 Error {Win32Error},{FunctionName} | {MiError} | {Win32Error}
