Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,24H2,Pro,2024/10/2,26100.1742,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,22H2,Pro,2022/12/20,22621.963,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,22H2,Pro,2022/11/15,22621.819,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,22H2,Pro,2022/10/18,22621.674,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,22H2,Pro,2022/09/20,22621.382,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,22H2,Pro,2023/03/21,22621.1413,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,22H2,Pro,2023/02/21,22621.1265,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,22H2,Pro,2023/01/17,22621.1105,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/09/20,22000.978,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/08/16,22000.856,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2023/03/21,22000.1696,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2023/02/21,22000.1574,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2023/01/17,22000.1455,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/12/20,22000.1335,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/11/15,22000.1219,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro,2022/10/18,22000.1098,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
14001,0,Information,Microsoft-Windows-WLAN-AutoConfig/Operational,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,A {PolicyType} Wireless Group Policy was applied to your computer.Wireless Group Policy Name: {PolicyName}{PolicyNamePlaceholder}Applied settings:	AutoConfig Enabled: {AutoConfig Enabled}	Show Denied Networks: {Show Denied networks}Wireless Group Policy Summary	Profiles applied:   {Profiles applied}{Profiles applied placeholder}	Profiles not applied:   {Profiles not applied}{Profiles not applied placeholder},{PolicyType} | {PolicyName} | {PolicyNamePlaceholder}
