Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
201,0,Information,Microsoft Windows Information Protection Audit Regular Channel,,,Windows Information Protection Audit Data Copied Keyword,Windows 10,21H1,Pro,2021/09/14,19043.1237,{DataInfo} has been copied ({Policy}) from {SourceAppName} (tagged as {SourceEnterpriseId}) to {DestinationAppName} (tagged as {DestinationEnterpriseId}),{DataInfo} | {Policy} | {SourceAppName} | {SourceEnterpriseId} | {DestinationAppName} | {DestinationEnterpriseId}
201,0,Information,Microsoft Windows Information Protection Audit Regular Channel,,,Windows Information Protection Audit Data Copied Keyword,Windows 10,21H1,Pro,2021/08/10,19043.1165,{DataInfo} has been copied ({Policy}) from {SourceAppName} (tagged as {SourceEnterpriseId}) to {DestinationAppName} (tagged as {DestinationEnterpriseId}),{DataInfo} | {Policy} | {SourceAppName} | {SourceEnterpriseId} | {DestinationAppName} | {DestinationEnterpriseId}
201,0,Information,Microsoft Windows Information Protection Audit Regular Channel,,,Windows Information Protection Audit Data Copied Keyword,Windows 10,21H1,Pro,2021/07/13,19043.111,{DataInfo} has been copied ({Policy}) from {SourceAppName} (tagged as {SourceEnterpriseId}) to {DestinationAppName} (tagged as {DestinationEnterpriseId}),{DataInfo} | {Policy} | {SourceAppName} | {SourceEnterpriseId} | {DestinationAppName} | {DestinationEnterpriseId}
201,0,Information,Microsoft Windows Information Protection Audit Regular Channel,,,Windows Information Protection Audit Data Copied Keyword,Windows 10,21H1,Pro,2021/06/08,19043.1052,{DataInfo} has been copied ({Policy}) from {SourceAppName} (tagged as {SourceEnterpriseId}) to {DestinationAppName} (tagged as {DestinationEnterpriseId}),{DataInfo} | {Policy} | {SourceAppName} | {SourceEnterpriseId} | {DestinationAppName} | {DestinationEnterpriseId}
201,0,Information,Microsoft Windows Information Protection Audit Regular Channel,,,Windows Information Protection Audit Data Copied Keyword,Windows 10,20H2,Pro,2022/04/19,19042.1645,{DataInfo} has been copied ({Policy}) from {SourceAppName} (tagged as {SourceEnterpriseId}) to {DestinationAppName} (tagged as {DestinationEnterpriseId}),{DataInfo} | {Policy} | {SourceAppName} | {SourceEnterpriseId} | {DestinationAppName} | {DestinationEnterpriseId}
201,0,Information,Microsoft Windows Information Protection Audit Regular Channel,,,Windows Information Protection Audit Data Copied Keyword,Windows 10,20H2,Pro,2022/01/11,19042.1466,{DataInfo} has been copied ({Policy}) from {SourceAppName} (tagged as {SourceEnterpriseId}) to {DestinationAppName} (tagged as {DestinationEnterpriseId}),{DataInfo} | {Policy} | {SourceAppName} | {SourceEnterpriseId} | {DestinationAppName} | {DestinationEnterpriseId}
201,0,Information,Microsoft Windows Information Protection Audit Regular Channel,,,Windows Information Protection Audit Data Copied Keyword,Windows 10,2004,Pro,2021/05/11,19041.985,{DataInfo} has been copied ({Policy}) from {SourceAppName} (tagged as {SourceEnterpriseId}) to {DestinationAppName} (tagged as {DestinationEnterpriseId}),{DataInfo} | {Policy} | {SourceAppName} | {SourceEnterpriseId} | {DestinationAppName} | {DestinationEnterpriseId}
201,0,Information,Microsoft Windows Information Protection Audit Regular Channel,,,Windows Information Protection Audit Data Copied Keyword,Windows 10,20H2,Pro,2021/05/11,19041.985,{DataInfo} has been copied ({Policy}) from {SourceAppName} (tagged as {SourceEnterpriseId}) to {DestinationAppName} (tagged as {DestinationEnterpriseId}),{DataInfo} | {Policy} | {SourceAppName} | {SourceEnterpriseId} | {DestinationAppName} | {DestinationEnterpriseId}
201,0,Information,Microsoft Windows Information Protection Audit Regular Channel,,,Windows Information Protection Audit Data Copied Keyword,Windows 10,2004,Pro,2021/04/13,19041.928,{DataInfo} has been copied ({Policy}) from {SourceAppName} (tagged as {SourceEnterpriseId}) to {DestinationAppName} (tagged as {DestinationEnterpriseId}),{DataInfo} | {Policy} | {SourceAppName} | {SourceEnterpriseId} | {DestinationAppName} | {DestinationEnterpriseId}
201,0,Information,Microsoft Windows Information Protection Audit Regular Channel,,,Windows Information Protection Audit Data Copied Keyword,Windows 10,20H2,Pro,2021/04/13,19041.928,{DataInfo} has been copied ({Policy}) from {SourceAppName} (tagged as {SourceEnterpriseId}) to {DestinationAppName} (tagged as {DestinationEnterpriseId}),{DataInfo} | {Policy} | {SourceAppName} | {SourceEnterpriseId} | {DestinationAppName} | {DestinationEnterpriseId}
