Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1903,Pro,2019/07/09,18362.239,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1903,Pro,2019/06/11,18362.175,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2020/01/14,17763.973,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2019/12/10,17763.914,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2019/11/12,17763.864,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2019/10/08,17763.805,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2019/09/10,17763.737,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2019/08/13,17763.678,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2019/07/09,17763.615,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2019/06/11,17763.557,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2019/05/19,17763.504,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2019/04/09,17763.437,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2019/03/12,17763.379,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2019/02/12,17763.316,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1803,Pro,2019/01/08,17763.253,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2018/12/11,17763.194,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2020/11/10,17763.1577,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2020/10/13,17763.1518,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2020/09/08,17763.1457,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2020/08/11,17763.1397,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2020/07/14,17763.1339,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2020/06/09,17763.1282,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2020/05/12,17763.1217,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2020/04/14,17763.1158,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
1001,0,Error,iaLPSS_GPIO2 Debug channel,,,,Windows 10,1809,Pro,2020/03/12,17763.1098,ERROR: {Message} - STATUS: {Status},{Message} | {Status}
