Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
101,0,Information,Operational,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
101,0,Information,Operational,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Successfully ran {Type} troubleshooter '{Title}'. Learn more at {LearnMoreURL},{Type} | {Title} | {LearnMoreURL}
