Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2021/04/13,19043.928,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2022/09/20,19043.2006,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2022/08/16,19043.1889,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2022/07/19,19043.1826,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
1000,0,Information,Microsoft-Windows-Winsock NameResolution Event/Operational,WinsockGai,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,GetAddrInfoW is called for queryName {NodeName}; serviceName {ServiceName}; flags {Flags}; family {Family}; socketType {SocketType}; protocol {Protocol} and seq {Location},{NodeName} | {ServiceName} | {Flags} | {Family} | {SocketType} | {Protocol} | {Location}
