Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Error,Microsoft-Windows-USB-UCMUCSICX/Operational,Failure Encountered,,Default,Windows 11,24H2,Pro,2024/10/2,26100.1742,UcmUcsiCx device has encountered a failure. Please contact the manufacturer of your computer or device to investigate.                     Device Instance ID: {fid_DeviceInstanceId}                     Service: {fid_Service}                     Failure Type: {fid_FailureType}                     UCSI Command: {fid_UcsiCommand},{fid_DeviceInstanceId} | {fid_Service} | {fid_FailureType} | {fid_UcsiCommand}
