Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,1,Error,Debug,,,Debug,Windows 10,20H2,Pro,2022/02/15,19041.1526,An error occurred. 	DetectionLocation: 	{DetectionLocation} 	Status: 	{Status} 	AddionalData: 	{AdditionalData1} 	AdditionalData: 	{AdditionalData2},{DetectionLocation} | {Status} | {AdditionalData1} | {AdditionalData2}
1,1,Error,Debug,,,Debug,Windows 10,20H2,Pro,2021/12/14,19041.1415,An error occurred. 	DetectionLocation: 	{DetectionLocation} 	Status: 	{Status} 	AddionalData: 	{AdditionalData1} 	AdditionalData: 	{AdditionalData2},{DetectionLocation} | {Status} | {AdditionalData1} | {AdditionalData2}
1,1,Error,Debug,,,Debug,Windows 10,20H2,Pro,2021/11/09,19041.1348,An error occurred. 	DetectionLocation: 	{DetectionLocation} 	Status: 	{Status} 	AddionalData: 	{AdditionalData1} 	AdditionalData: 	{AdditionalData2},{DetectionLocation} | {Status} | {AdditionalData1} | {AdditionalData2}
1,1,Error,Debug,,,Debug,Windows 10,2004,Pro,2021/11/09,19041.1348,An error occurred. 	DetectionLocation: 	{DetectionLocation} 	Status: 	{Status} 	AddionalData: 	{AdditionalData1} 	AdditionalData: 	{AdditionalData2},{DetectionLocation} | {Status} | {AdditionalData1} | {AdditionalData2}
1,1,Error,Debug,,,Debug,Windows 10,20H2,Pro,2021/10/12,19041.1288,An error occurred. 	DetectionLocation: 	{DetectionLocation} 	Status: 	{Status} 	AddionalData: 	{AdditionalData1} 	AdditionalData: 	{AdditionalData2},{DetectionLocation} | {Status} | {AdditionalData1} | {AdditionalData2}
1,1,Error,Debug,,,Debug,Windows 10,2004,Pro,2021/10/12,19041.1288,An error occurred. 	DetectionLocation: 	{DetectionLocation} 	Status: 	{Status} 	AddionalData: 	{AdditionalData1} 	AdditionalData: 	{AdditionalData2},{DetectionLocation} | {Status} | {AdditionalData1} | {AdditionalData2}
1,1,Error,Debug,,,Debug,Windows 10,20H2,Pro,2021/09/14,19041.1237,An error occurred. 	DetectionLocation: 	{DetectionLocation} 	Status: 	{Status} 	AddionalData: 	{AdditionalData1} 	AdditionalData: 	{AdditionalData2},{DetectionLocation} | {Status} | {AdditionalData1} | {AdditionalData2}
1,1,Error,Debug,,,Debug,Windows 10,2004,Pro,2021/09/14,19041.1237,An error occurred. 	DetectionLocation: 	{DetectionLocation} 	Status: 	{Status} 	AddionalData: 	{AdditionalData1} 	AdditionalData: 	{AdditionalData2},{DetectionLocation} | {Status} | {AdditionalData1} | {AdditionalData2}
1,1,Error,Debug,,,Debug,Windows 10,20H2,Pro,2021/08/10,19041.1165,An error occurred. 	DetectionLocation: 	{DetectionLocation} 	Status: 	{Status} 	AddionalData: 	{AdditionalData1} 	AdditionalData: 	{AdditionalData2},{DetectionLocation} | {Status} | {AdditionalData1} | {AdditionalData2}
1,1,Error,Debug,,,Debug,Windows 10,2004,Pro,2021/08/10,19041.1165,An error occurred. 	DetectionLocation: 	{DetectionLocation} 	Status: 	{Status} 	AddionalData: 	{AdditionalData1} 	AdditionalData: 	{AdditionalData2},{DetectionLocation} | {Status} | {AdditionalData1} | {AdditionalData2}
1,1,Error,Debug,,,Debug,Windows 10,20H2,Pro,2021/07/13,19041.111,An error occurred. 	DetectionLocation: 	{DetectionLocation} 	Status: 	{Status} 	AddionalData: 	{AdditionalData1} 	AdditionalData: 	{AdditionalData2},{DetectionLocation} | {Status} | {AdditionalData1} | {AdditionalData2}
