Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 8,8,Pro,1970/01/01,9200.0,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2020/08/11,17763.1397,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2020/09/08,17763.1457,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2020/10/13,17763.1518,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2020/11/10,17763.1577,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2018/12/11,17763.194,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1803,Pro,2019/01/08,17763.253,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2019/02/12,17763.316,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2019/03/12,17763.379,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2019/04/09,17763.437,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2019/05/19,17763.504,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2019/06/11,17763.557,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2019/07/09,17763.615,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2019/08/13,17763.678,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2019/09/10,17763.737,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2019/10/08,17763.805,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2019/11/12,17763.864,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2019/12/10,17763.914,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1809,Pro,2020/01/14,17763.973,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2019/06/11,18362.175,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2019/07/09,18362.239,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2019/03/29,18362.3,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2019/09/10,18362.356,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2019/11/12,18362.476,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2019/12/10,18362.535,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2020/02/11,18362.657,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2020/03/12,18362.72,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2020/05/12,18362.836,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1903,Pro,2020/07/14,18362.959,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2021/03/09,18363.144,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2021/04/13,18363.15,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2019/10/05,18363.418,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2019/12/10,18363.535,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2020/01/14,18363.592,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2020/02/11,18363.657,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2020/03/12,18363.72,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2020/04/14,18363.778,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2020/05/12,18363.836,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,1909,Pro,2020/07/14,18363.959,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2021/07/13,19041.111,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2020/04/16,19041.208,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2020/05/27,19041.264,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2020/06/09,19041.329,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2020/07/14,19041.388,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2020/08/11,19041.45,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2020/09/08,19041.508,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2020/10/13,19041.572,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2020/11/10,19041.63,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2020/12/08,19041.685,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2021/01/12,19041.746,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2021/02/09,19041.804,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2021/03/09,19041.867,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2021/04/13,19041.928,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,2004,Pro,2021/05/11,19041.985,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
1001,0,Information,Microsoft-Windows-Network-Connection-Broker,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,{StatusDescription} - Status : {Status},{StatusDescription} | {Status}
