Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
100,0,Information,Microsoft-Windows-DeviceSetupManager/Admin,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,DSM service start; mode is {Prop_CoreServiceMode}; last session (or boot) was {Prop_Event_Window_Seconds} seconds ago,{Prop_CoreServiceMode} | {Prop_Event_Window_Seconds}
