Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Information,Operational,,,,Windows 11,22H2,Pro,2022/11/15,22621.819,Possible disk corruption detected for executable image {CorruptedFilePath}; causing application {CrashedAppName} to stop working with exception {ExceptionCode}; status code {ExceptionStatusCode}. Initiating further diagnostics.,{CorruptedFilePath} | {CrashedAppName} | {ExceptionCode} | {ExceptionStatusCode}
1,0,Information,Operational,,,,Windows 11,22H2,Pro,2022/10/18,22621.674,Possible disk corruption detected for executable image {CorruptedFilePath}; causing application {CrashedAppName} to stop working with exception {ExceptionCode}; status code {ExceptionStatusCode}. Initiating further diagnostics.,{CorruptedFilePath} | {CrashedAppName} | {ExceptionCode} | {ExceptionStatusCode}
1,0,Information,Operational,,,,Windows 11,22H2,Pro,2022/09/20,22621.382,Possible disk corruption detected for executable image {CorruptedFilePath}; causing application {CrashedAppName} to stop working with exception {ExceptionCode}; status code {ExceptionStatusCode}. Initiating further diagnostics.,{CorruptedFilePath} | {CrashedAppName} | {ExceptionCode} | {ExceptionStatusCode}
1,0,Information,Operational,,,,Windows 11,21H2,Pro,2022/09/20,22000.978,Possible disk corruption detected for executable image {CorruptedFilePath}; causing application {CrashedAppName} to stop working with exception {ExceptionCode}; status code {ExceptionStatusCode}. Initiating further diagnostics.,{CorruptedFilePath} | {CrashedAppName} | {ExceptionCode} | {ExceptionStatusCode}
1,0,Information,Operational,,,,Windows 11,21H2,Pro,2022/08/16,22000.856,Possible disk corruption detected for executable image {CorruptedFilePath}; causing application {CrashedAppName} to stop working with exception {ExceptionCode}; status code {ExceptionStatusCode}. Initiating further diagnostics.,{CorruptedFilePath} | {CrashedAppName} | {ExceptionCode} | {ExceptionStatusCode}
1,0,Information,Operational,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,Possible disk corruption detected for executable image {CorruptedFilePath}; causing application {CrashedAppName} to stop working with exception {ExceptionCode}; status code {ExceptionStatusCode}. Initiating further diagnostics.,{CorruptedFilePath} | {CrashedAppName} | {ExceptionCode} | {ExceptionStatusCode}
1,0,Information,Operational,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Possible disk corruption detected for executable image {CorruptedFilePath}; causing application {CrashedAppName} to stop working with exception {ExceptionCode}; status code {ExceptionStatusCode}. Initiating further diagnostics.,{CorruptedFilePath} | {CrashedAppName} | {ExceptionCode} | {ExceptionStatusCode}
1,0,Information,Operational,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,Possible disk corruption detected for executable image {CorruptedFilePath}; causing application {CrashedAppName} to stop working with exception {ExceptionCode}; status code {ExceptionStatusCode}. Initiating further diagnostics.,{CorruptedFilePath} | {CrashedAppName} | {ExceptionCode} | {ExceptionStatusCode}
1,0,Information,Operational,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,Possible disk corruption detected for executable image {CorruptedFilePath}; causing application {CrashedAppName} to stop working with exception {ExceptionCode}; status code {ExceptionStatusCode}. Initiating further diagnostics.,{CorruptedFilePath} | {CrashedAppName} | {ExceptionCode} | {ExceptionStatusCode}
1,0,Information,Operational,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,Possible disk corruption detected for executable image {CorruptedFilePath}; causing application {CrashedAppName} to stop working with exception {ExceptionCode}; status code {ExceptionStatusCode}. Initiating further diagnostics.,{CorruptedFilePath} | {CrashedAppName} | {ExceptionCode} | {ExceptionStatusCode}
