Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Warning,Operational,,,,Windows 10,21H2,Pro,2022/12/20,19044.2364,The Subscription {SubscriptionId} could not be activated on target machine {MachineName} due to communication error.  Error Code is {ErrorCode}.  All retries have been performed before reaching this point and so the subscription will remain inactive on this target until subscription is resubmitted / reset. Additional fault message:{FaultMessage},{SubscriptionId} | {MachineName} | {ErrorCode} | {FaultMessage}
1,0,Warning,Operational,,,,Windows 10,21H2,Pro,2022/11/15,19044.2251,The Subscription {SubscriptionId} could not be activated on target machine {MachineName} due to communication error.  Error Code is {ErrorCode}.  All retries have been performed before reaching this point and so the subscription will remain inactive on this target until subscription is resubmitted / reset. Additional fault message:{FaultMessage},{SubscriptionId} | {MachineName} | {ErrorCode} | {FaultMessage}
1,0,Warning,Operational,,,,Windows 10,21H2,Pro,2022/10/18,19044.213,The Subscription {SubscriptionId} could not be activated on target machine {MachineName} due to communication error.  Error Code is {ErrorCode}.  All retries have been performed before reaching this point and so the subscription will remain inactive on this target until subscription is resubmitted / reset. Additional fault message:{FaultMessage},{SubscriptionId} | {MachineName} | {ErrorCode} | {FaultMessage}
1,0,Warning,Operational,,,,Windows 10,21H2,Pro,2022/09/20,19044.2006,The Subscription {SubscriptionId} could not be activated on target machine {MachineName} due to communication error.  Error Code is {ErrorCode}.  All retries have been performed before reaching this point and so the subscription will remain inactive on this target until subscription is resubmitted / reset. Additional fault message:{FaultMessage},{SubscriptionId} | {MachineName} | {ErrorCode} | {FaultMessage}
1,0,Warning,Operational,,,,Windows 10,21H2,Pro,2022/08/16,19044.1889,The Subscription {SubscriptionId} could not be activated on target machine {MachineName} due to communication error.  Error Code is {ErrorCode}.  All retries have been performed before reaching this point and so the subscription will remain inactive on this target until subscription is resubmitted / reset. Additional fault message:{FaultMessage},{SubscriptionId} | {MachineName} | {ErrorCode} | {FaultMessage}
1,0,Warning,Operational,,,,Windows 10,21H2,Pro,2022/07/19,19044.1826,The Subscription {SubscriptionId} could not be activated on target machine {MachineName} due to communication error.  Error Code is {ErrorCode}.  All retries have been performed before reaching this point and so the subscription will remain inactive on this target until subscription is resubmitted / reset. Additional fault message:{FaultMessage},{SubscriptionId} | {MachineName} | {ErrorCode} | {FaultMessage}
1,0,Warning,Operational,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,The Subscription {SubscriptionId} could not be activated on target machine {MachineName} due to communication error.  Error Code is {ErrorCode}.  All retries have been performed before reaching this point and so the subscription will remain inactive on this target until subscription is resubmitted / reset. Additional fault message:{FaultMessage},{SubscriptionId} | {MachineName} | {ErrorCode} | {FaultMessage}
1,0,Warning,Operational,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,The Subscription {SubscriptionId} could not be activated on target machine {MachineName} due to communication error.  Error Code is {ErrorCode}.  All retries have been performed before reaching this point and so the subscription will remain inactive on this target until subscription is resubmitted / reset. Additional fault message:{FaultMessage},{SubscriptionId} | {MachineName} | {ErrorCode} | {FaultMessage}
1,0,Warning,Operational,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,The Subscription {SubscriptionId} could not be activated on target machine {MachineName} due to communication error.  Error Code is {ErrorCode}.  All retries have been performed before reaching this point and so the subscription will remain inactive on this target until subscription is resubmitted / reset. Additional fault message:{FaultMessage},{SubscriptionId} | {MachineName} | {ErrorCode} | {FaultMessage}
1,0,Warning,Operational,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,The Subscription {SubscriptionId} could not be activated on target machine {MachineName} due to communication error.  Error Code is {ErrorCode}.  All retries have been performed before reaching this point and so the subscription will remain inactive on this target until subscription is resubmitted / reset. Additional fault message:{FaultMessage},{SubscriptionId} | {MachineName} | {ErrorCode} | {FaultMessage}
