Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 11,21H2,Pro,2022/09/21,22000.978,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows Server 2022,21H2,Standard,2022/09/21,20348.1006,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H2,Pro,2022/09/21,19044.2006,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H2,Pro,2022/08/16,19044.1889,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 11,21H2,Pro,2022/07/19,19044.1826,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2022/09/21,19043.2006,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2022/08/16,19043.1889,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 11,21H1,Pro,2022/07/19,19043.1826,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2021/05/11,19041.985,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2021/04/13,19041.928,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2021/03/09,19041.867,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2021/02/09,19041.804,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2021/01/12,19041.746,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2020/12/08,19041.685,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2020/11/10,19041.63,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2020/10/13,19041.572,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2020/09/08,19041.508,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2020/08/11,19041.45,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2020/07/14,19041.388,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2020/06/09,19041.329,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2020/05/27,19041.264,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2020/04/16,19041.208,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2021/07/13,19041.111,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/07/14,18363.959,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/06/09,18363.9,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/05/12,18363.836,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/04/14,18363.778,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/03/12,18363.72,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/02/11,18363.657,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/01/14,18363.592,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2019/12/10,18363.535,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2019/10/05,18363.418,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2021/04/13,18363.15,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2021/03/09,18363.144,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
1000,0,Error,Microsoft-Windows-Mobile-Broadband-Experience-Api-Internal/Analytic,,,,Windows 10,1903,Pro,2020/07/14,18362.959,Error initializing for network interface {interfaceId}.Error is {error}: {hresult},{interfaceId} | {error} | {hresult}
