Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1803,Pro,2019/03/12,17134.648,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1803,Pro,2019/01/08,17134.523,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1803,Pro,2018/09/11,17134.285,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1803,Pro,2018/08/14,17134.228,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1803,Pro,2018/06/12,17134.112,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1803,Pro,2019/09/10,17134.1006,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1803,Pro,1970/01/01,17134.1,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1709,Pro,2017/11/14,16299.64,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1709,Pro,2017/11/14,16299.15,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1709,Pro,2017/12/12,16299.125,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1703,Pro,2017/07/11,15063.483,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1703,Pro,2017/06/13,15063.413,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1703,Pro,2017/03/20,15063.0,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1607,Pro,2016/11/08,14393.447,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows Server 2016,1607,Standard,2016/11/08,14393.447,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows Server 2016,1607,Standard,2016/10/12,14393.0,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1511,Pro,2016/03/08,10586.164,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1511,Enterprise,2016/02/09,10586.104,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1511,Pro,1970/01/01,10586.0,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 10,1507,Pro,2015/07/29,10240.0,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
104,0,Information,Microsoft-Windows-Sdbus/Debug, Error,,eMMC specific processing,Windows 8.1,8.1,Pro,1970/01/01,9600.0,Error in bus transfer.SD Host Physical Address: {SDHostPhysicalAddress}Error Code: {ErrorCode}Error Count: {ErrorCount},{SDHostPhysicalAddress} | {ErrorCode} | {ErrorCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2022/08/16,22000.856,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2022/07/19,22000.795,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2022/06/21,22000.739,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2022/05/17,22000.675,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2022/04/19,22000.613,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2022/03/15,22000.556,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2022/02/15,22000.493,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2022/01/11,22000.434,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2021/12/14,22000.376,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2021/11/09,22000.318,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2021/09/16,22000.194,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H2,Pro,2022/08/16,19044.1889,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H2,Pro,2022/07/19,19044.1826,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H2,Pro,2022/06/21,19044.1766,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H2,Pro,2022/05/17,19044.1706,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H2,Pro,2022/04/19,19044.1645,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H2,Pro,2022/01/11,19044.1466,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H2,Pro,2021/10/12,19044.1288,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2021/04/13,19043.928,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2022/08/16,19043.1889,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 11,21H1,Pro,2022/07/19,19043.1826,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2022/06/21,19043.1766,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2022/05/17,19043.1706,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2022/04/19,19043.1645,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2022/01/11,19043.1466,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2021/12/14,19043.1415,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H2,Pro,2021/12/14,19043.1415,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2021/11/09,19043.1348,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2021/10/12,19043.1288,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2021/09/14,19043.1237,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2021/08/10,19043.1165,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2021/07/13,19043.111,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2021/06/08,19043.1052,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,20H2,Pro,2022/04/19,19042.1645,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,20H2,Pro,2022/01/11,19042.1466,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2021/05/11,19041.985,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,20H2,Pro,2021/05/11,19041.985,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2021/04/13,19041.928,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,20H2,Pro,2021/04/13,19041.928,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2021/03/09,19041.867,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,20H2,Pro,2021/03/09,19041.867,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2021/02/09,19041.804,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,20H2,Pro,2021/02/09,19041.804,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2021/01/12,19041.746,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,20H2,Pro,2021/01/12,19041.746,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2020/12/08,19041.685,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,20H2,Pro,2020/12/08,19041.685,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,20H2,Pro,2020/11/19,19041.631,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2020/11/10,19041.63,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2020/10/13,19041.572,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2020/09/08,19041.508,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2020/08/11,19041.45,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2020/07/14,19041.388,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2020/06/09,19041.329,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2020/05/27,19041.264,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,2004,Pro,2020/04/16,19041.208,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,21H1,Pro,2022/03/15,19041.1586,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
105,0,Information,Microsoft-Windows-Sdbus/Analytic,HPI IO,,eMMC specific processing,Windows 10,20H2,Pro,2022/03/15,19041.1586,Hpi IO detected.SD Host Physical Address: {SDHostPhysicalAddress}Hpi Count: {HpiIoCount},{SDHostPhysicalAddress} | {HpiIoCount}
