Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
2000,0,Information,Microsoft-Windows-Privacy-Auditing-PermissiveLearningMode/Operational,Access Check,,AccessCheck,Windows 11,24H2,Pro,2024/10/2,26100.1742,App {AppPackageFamilyName} running as user {TargetUserSid} was allowed access to capability {CapabilityName} due to Permissive Learning Mode. App must manifest {CapabilityName} to function outside of Permissive Learning Mode.,{AppPackageFamilyName} | {TargetUserSid} | {CapabilityName} | {CapabilityName}
2000,0,Information,Microsoft-Windows-Privacy-Auditing-PermissiveLearningMode/Operational,Access Check,,AccessCheck,Windows 11,22H2,Pro,2022/11/15,22621.819,App {AppPackageFamilyName} running as user {TargetUserSid} was allowed access to capability {CapabilityName} due to Permissive Learning Mode. App must manifest {CapabilityName} to function outside of Permissive Learning Mode.,{AppPackageFamilyName} | {TargetUserSid} | {CapabilityName} | {CapabilityName}
2000,0,Information,Microsoft-Windows-Privacy-Auditing-PermissiveLearningMode/Operational,Access Check,,AccessCheck,Windows 11,22H2,Pro,2022/10/18,22621.674,App {AppPackageFamilyName} running as user {TargetUserSid} was allowed access to capability {CapabilityName} due to Permissive Learning Mode. App must manifest {CapabilityName} to function outside of Permissive Learning Mode.,{AppPackageFamilyName} | {TargetUserSid} | {CapabilityName} | {CapabilityName}
2000,0,Information,Microsoft-Windows-Privacy-Auditing-PermissiveLearningMode/Operational,Access Check,,AccessCheck,Windows 11,22H2,Pro,2022/09/20,22621.382,App {AppPackageFamilyName} running as user {TargetUserSid} was allowed access to capability {CapabilityName} due to Permissive Learning Mode. App must manifest {CapabilityName} to function outside of Permissive Learning Mode.,{AppPackageFamilyName} | {TargetUserSid} | {CapabilityName} | {CapabilityName}
2000,0,Information,Microsoft-Windows-Privacy-Auditing-PermissiveLearningMode/Operational,Access Check,,AccessCheck,Windows 11,22H2,Pro,2023/03/21,22621.1413,App {AppPackageFamilyName} running as user {TargetUserSid} was allowed access to capability {CapabilityName} due to Permissive Learning Mode. App must manifest {CapabilityName} to function outside of Permissive Learning Mode.,{AppPackageFamilyName} | {TargetUserSid} | {CapabilityName} | {CapabilityName}
2000,0,Information,Microsoft-Windows-Privacy-Auditing-PermissiveLearningMode/Operational,Access Check,,AccessCheck,Windows 11,22H2,Pro,2023/02/21,22621.1265,App {AppPackageFamilyName} running as user {TargetUserSid} was allowed access to capability {CapabilityName} due to Permissive Learning Mode. App must manifest {CapabilityName} to function outside of Permissive Learning Mode.,{AppPackageFamilyName} | {TargetUserSid} | {CapabilityName} | {CapabilityName}
