Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
0,0,Information,muxencode,MPEG-2 Encode/Mux for DLNA,Start,,Windows 10,2004,Pro,2020/10/13,19041.572,Starting. Video: {Region} ({VideoX};{VideoY}). Audio Channels: {AudioChannels}; Video Bit Rate: {VideoBitRate}; Audio Bit Rate {AudioBitRate}; Seek Offset {SeekOffsetMs}ms,{Region} | {VideoX} | {VideoY} | {AudioChannels} | {VideoBitRate} | {AudioBitRate} | {SeekOffsetMs}
0,0,Information,muxencode,MPEG-2 Encode/Mux for DLNA,Start,,Windows 10,2004,Pro,2020/09/08,19041.508,Starting. Video: {Region} ({VideoX};{VideoY}). Audio Channels: {AudioChannels}; Video Bit Rate: {VideoBitRate}; Audio Bit Rate {AudioBitRate}; Seek Offset {SeekOffsetMs}ms,{Region} | {VideoX} | {VideoY} | {AudioChannels} | {VideoBitRate} | {AudioBitRate} | {SeekOffsetMs}
0,0,Information,muxencode,MPEG-2 Encode/Mux for DLNA,Start,,Windows 10,2004,Pro,2020/08/11,19041.45,Starting. Video: {Region} ({VideoX};{VideoY}). Audio Channels: {AudioChannels}; Video Bit Rate: {VideoBitRate}; Audio Bit Rate {AudioBitRate}; Seek Offset {SeekOffsetMs}ms,{Region} | {VideoX} | {VideoY} | {AudioChannels} | {VideoBitRate} | {AudioBitRate} | {SeekOffsetMs}
0,0,Information,muxencode,MPEG-2 Encode/Mux for DLNA,Start,,Windows 10,2004,Pro,2020/07/14,19041.388,Starting. Video: {Region} ({VideoX};{VideoY}). Audio Channels: {AudioChannels}; Video Bit Rate: {VideoBitRate}; Audio Bit Rate {AudioBitRate}; Seek Offset {SeekOffsetMs}ms,{Region} | {VideoX} | {VideoY} | {AudioChannels} | {VideoBitRate} | {AudioBitRate} | {SeekOffsetMs}
0,0,Information,muxencode,MPEG-2 Encode/Mux for DLNA,Start,,Windows 10,2004,Pro,2020/06/09,19041.329,Starting. Video: {Region} ({VideoX};{VideoY}). Audio Channels: {AudioChannels}; Video Bit Rate: {VideoBitRate}; Audio Bit Rate {AudioBitRate}; Seek Offset {SeekOffsetMs}ms,{Region} | {VideoX} | {VideoY} | {AudioChannels} | {VideoBitRate} | {AudioBitRate} | {SeekOffsetMs}
0,0,Information,muxencode,MPEG-2 Encode/Mux for DLNA,Start,,Windows 10,2004,Pro,2020/05/27,19041.264,Starting. Video: {Region} ({VideoX};{VideoY}). Audio Channels: {AudioChannels}; Video Bit Rate: {VideoBitRate}; Audio Bit Rate {AudioBitRate}; Seek Offset {SeekOffsetMs}ms,{Region} | {VideoX} | {VideoY} | {AudioChannels} | {VideoBitRate} | {AudioBitRate} | {SeekOffsetMs}
0,0,Information,muxencode,MPEG-2 Encode/Mux for DLNA,Start,,Windows 10,2004,Pro,2020/04/16,19041.208,Starting. Video: {Region} ({VideoX};{VideoY}). Audio Channels: {AudioChannels}; Video Bit Rate: {VideoBitRate}; Audio Bit Rate {AudioBitRate}; Seek Offset {SeekOffsetMs}ms,{Region} | {VideoX} | {VideoY} | {AudioChannels} | {VideoBitRate} | {AudioBitRate} | {SeekOffsetMs}
0,0,Information,muxencode,MPEG-2 Encode/Mux for DLNA,Start,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Starting. Video: {Region} ({VideoX};{VideoY}). Audio Channels: {AudioChannels}; Video Bit Rate: {VideoBitRate}; Audio Bit Rate {AudioBitRate}; Seek Offset {SeekOffsetMs}ms,{Region} | {VideoX} | {VideoY} | {AudioChannels} | {VideoBitRate} | {AudioBitRate} | {SeekOffsetMs}
0,0,Information,muxencode,MPEG-2 Encode/Mux for DLNA,Start,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Starting. Video: {Region} ({VideoX};{VideoY}). Audio Channels: {AudioChannels}; Video Bit Rate: {VideoBitRate}; Audio Bit Rate {AudioBitRate}; Seek Offset {SeekOffsetMs}ms,{Region} | {VideoX} | {VideoY} | {AudioChannels} | {VideoBitRate} | {AudioBitRate} | {SeekOffsetMs}
0,0,Information,muxencode,MPEG-2 Encode/Mux for DLNA,Start,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Starting. Video: {Region} ({VideoX};{VideoY}). Audio Channels: {AudioChannels}; Video Bit Rate: {VideoBitRate}; Audio Bit Rate {AudioBitRate}; Seek Offset {SeekOffsetMs}ms,{Region} | {VideoX} | {VideoY} | {AudioChannels} | {VideoBitRate} | {AudioBitRate} | {SeekOffsetMs}
