Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 11,22H2,Pro,2022/09/20,22621.382,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H2,Pro,2022/09/20,19044.2006,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H2,Pro,2022/08/16,19044.1889,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H2,Pro,2022/07/19,19044.1826,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H2,Pro,2022/06/21,19044.1766,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2021/04/13,19043.928,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2022/09/20,19043.2006,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2022/08/16,19043.1889,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2022/07/19,19043.1826,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2022/06/21,19043.1766,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2022/04/19,19043.1645,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2022/01/11,19043.1466,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2021/07/13,19043.111,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2021/05/11,19041.985,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2021/05/11,19041.985,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2021/04/13,19041.928,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2021/04/13,19041.928,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2021/03/09,19041.867,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2021/03/09,19041.867,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2021/02/09,19041.804,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2021/02/09,19041.804,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2021/01/12,19041.746,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2021/01/12,19041.746,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2020/12/08,19041.685,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2020/12/08,19041.685,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2020/11/19,19041.631,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2020/11/10,19041.63,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2020/10/13,19041.572,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2020/09/08,19041.508,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2020/08/11,19041.45,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2020/07/14,19041.388,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2020/06/09,19041.329,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2020/05/27,19041.264,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2020/04/16,19041.208,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2021/11/09,19041.1348,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2021/10/12,19041.1288,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2021/09/14,19041.1237,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,2004,Pro,2021/08/10,19041.1165,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
0,0,Verbose,Events from the MPEG-2 Video Encoder MFT,Task done by the video encoder,Start,,Windows 10,20H2,Pro,2021/07/13,19041.111,Input sample ({pSample}) to stream #{InputStreamID} submitted to MPEG-2 Video Encoder through the MFT. Flags: {dwFlags},{pSample} | {InputStreamID} | {dwFlags}
