Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows 11,21H2,Pro,2022/07/19,19044.1826,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
201,2,Critical,Microsoft-Windows-PersistentMemory-Nvdimm/Operational,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,NVDIMM {DeviceGuid} failed to start. {VendorId},{DeviceGuid} | {VendorId}
