Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
4096,0,Information,System,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,2004,Pro,2021/07/13,19041.111,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/07/14,18363.959,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/06/09,18363.9,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/05/12,18363.836,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/04/14,18363.778,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/03/12,18363.72,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/02/11,18363.657,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/01/14,18363.592,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2019/12/10,18363.535,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2019/10/05,18363.418,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2021/04/13,18363.15,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2021/03/09,18363.144,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2020/07/14,18362.959,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2020/05/12,18362.836,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2020/03/12,18362.72,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2020/02/11,18362.657,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2019/12/10,18362.535,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2019/11/12,18362.476,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2019/09/10,18362.356,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2019/03/29,18362.3,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2019/07/09,18362.239,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2019/06/11,18362.175,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2020/01/14,17763.973,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2019/12/10,17763.914,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2019/11/12,17763.864,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2019/10/08,17763.805,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2019/09/10,17763.737,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2019/08/13,17763.678,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2019/07/09,17763.615,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2019/06/11,17763.557,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2019/05/19,17763.504,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2019/04/09,17763.437,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2019/03/12,17763.379,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2019/02/12,17763.316,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1803,Pro,2019/01/08,17763.253,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2018/12/11,17763.194,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2020/11/10,17763.1577,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2020/10/13,17763.1518,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2020/09/08,17763.1457,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2020/08/11,17763.1397,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2020/07/14,17763.1339,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2020/06/09,17763.1282,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2020/05/12,17763.1217,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2020/04/14,17763.1158,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2020/03/12,17763.1098,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2018/11/13,17763.107,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2018/11/13,17763.107,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1809,Pro,2020/02/11,17763.1039,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1803,Pro,2019/08/13,17134.95,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1803,Pro,2019/07/09,17134.885,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1803,Pro,2019/06/11,17134.829,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1803,Pro,2019/05/19,17134.766,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1803,Pro,2019/04/09,17134.706,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1803,Pro,2019/03/12,17134.648,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1803,Pro,2019/01/08,17134.523,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1803,Pro,2018/09/11,17134.285,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
4096,0,Information,System,,,,Windows 10,1803,Pro,2018/08/14,17134.228,The machine {ComputerName} successfully joined the domain {DomainName}.,{ComputerName} | {DomainName}
