Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
501,0,Information,Application,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2021/05/11,19041.985,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2021/04/13,19041.928,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2021/03/09,19041.867,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2021/02/09,19041.804,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2021/01/12,19041.746,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2020/12/08,19041.685,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2020/11/10,19041.63,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2020/10/13,19041.572,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2020/09/08,19041.508,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2020/08/11,19041.45,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2020/07/14,19041.388,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2020/06/09,19041.329,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2020/05/27,19041.264,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2020/04/16,19041.208,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2021/07/13,19041.111,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/07/14,18363.959,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/06/09,18363.9,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/05/12,18363.836,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/04/14,18363.778,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/03/12,18363.72,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/02/11,18363.657,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/01/14,18363.592,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2019/12/10,18363.535,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2019/10/05,18363.418,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2021/04/13,18363.15,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2021/03/09,18363.144,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2020/07/14,18362.959,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2020/05/12,18362.836,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2020/03/12,18362.72,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2020/02/11,18362.657,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2019/12/10,18362.535,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2019/11/12,18362.476,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2019/09/10,18362.356,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2019/03/29,18362.3,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2019/07/09,18362.239,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2019/06/11,18362.175,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1809,Pro,2020/01/14,17763.973,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1809,Pro,2019/12/10,17763.914,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1809,Pro,2019/11/12,17763.864,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1809,Pro,2019/10/08,17763.805,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows 10,1809,Pro,2019/09/10,17763.737,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
501,0,Information,Application,,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,Successfully applied policy and redirected folder '{FromFolder}' to '{ToFolder}'. Redirection options={Options}.,{FromFolder} | {ToFolder} | {Options}
