Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/05/11,19041.985,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/04/13,19041.928,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/03/09,19041.867,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/02/09,19041.804,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/01/12,19041.746,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/12/08,19041.685,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/11/10,19041.63,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/10/13,19041.572,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/09/08,19041.508,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/08/11,19041.45,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/07/14,19041.388,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/06/09,19041.329,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/05/27,19041.264,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/04/16,19041.208,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/07/13,19041.111,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,1909,Pro,2020/07/14,18363.959,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,1909,Pro,2020/06/09,18363.9,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,1909,Pro,2020/05/12,18363.836,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,1909,Pro,2020/04/14,18363.778,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,1909,Pro,2020/03/12,18363.72,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
1000,0,Critical,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,1909,Pro,2020/02/11,18363.657,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.,{ProviderName} | {ProviderDLL} | {ErrorCode} | {LoadPhase}
