Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,22H2,Pro,2022/09/20,22621.382,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2022/09/20,22000.978,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2022/08/16,22000.856,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2022/07/19,22000.795,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2022/06/21,22000.739,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2022/05/17,22000.675,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2022/04/19,22000.613,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2022/03/15,22000.556,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2022/02/15,22000.493,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2022/01/11,22000.434,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2021/12/14,22000.376,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2021/11/09,22000.318,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro,2021/09/16,22000.194,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
4435,0,Verbose,RTWorkQueue Threading,WorkQueue: Execute,Start,,Windows 10,21H2,Pro,2022/09/20,19044.2006,WorkQueue Execute: Start workqueue_ptr={WorkQueuePointer} workQueueID={WorkQueueID} AsyncResult={AsyncResult},{WorkQueuePointer} | {WorkQueueID} | {AsyncResult}
