Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Information,Microsoft-Windows-API-Tracing/Operational,,,,Windows 7,SP1,Ultimate,1970/01/01,7601,The API Tracing engine discovered a mismatch for a required manifest file. Information about the mismatch is below.Executable path: {ExecutablePath}Binary name: {BinaryName}System manifest ID: {SystemManifestId}Binary manifest ID: {BinaryManifestId},{ExecutablePath} | {BinaryName} | {SystemManifestId} | {BinaryManifestId}
