Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1803,Pro,2018/08/14,17134.228,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1803,Pro,2019/01/08,17134.523,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1803,Pro,2019/04/09,17134.706,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1803,Pro,2018/09/11,17134.285,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1803,Pro,2018/06/12,17134.112,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1803,Pro,2019/06/11,17134.829,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1803,Pro,2019/05/19,17134.766,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1803,Pro,2019/07/09,17134.885,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/01/12,19041.746,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2022/02/15,19041.1526,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2022/04/19,19042.1645,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/04/13,19041.928,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/03/09,19041.867,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/07/13,19041.1110,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/11/09,19041.1348,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2020/12/08,19041.685,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/09/14,19041.1237,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/12/14,19041.1415,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2020/11/19,19041.631,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/10/12,19041.1288,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/02/09,19041.804,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2022/03/15,19041.1586,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2022/01/11,19042.1466,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/06/08,19041.1052,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/08/10,19041.1165,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,20H2,Pro,2021/05/11,19041.985,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1607,Pro,2016/11/08,14393.447,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2020/10/13,18362.1139,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2019/09/10,18362.356,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2019/11/12,18362.476,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2019/06/11,18362.175,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2020/07/14,18362.959,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2020/05/12,18362.836,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2020/03/12,18362.720,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2020/12/08,18362.1256,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2019/07/09,18362.239,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
1000,0,Information,Operational,Navigation Start,Start,AuthHost,Windows 10,1903,Pro,2019/12/10,18362.535,AuthHost started at URL: <{StartUrl}> until matching termination URL: <{TerminateUrl}!S!>.,{StartUrl} | {TerminateUrl}
