Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1909,Pro,2020/07/14,18363.959,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1903,Pro,2019/07/09,18362.239,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1903,Pro,2019/06/11,18362.175,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1903,Pro,2020/12/08,18362.1256,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1903,Pro,2020/11/10,18362.1198,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1903,Pro,2020/10/13,18362.1139,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1903,Pro,2020/09/08,18362.1082,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1903,Pro,2019/12/10,18362.1016,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2020/01/14,17763.973,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2019/12/10,17763.914,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2019/12/10,17763.914,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2019/11/12,17763.864,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2019/11/12,17763.864,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2019/10/08,17763.805,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2019/09/10,17763.737,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2019/09/10,17763.737,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2019/08/13,17763.678,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2019/08/13,17763.678,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2019/07/09,17763.615,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2019/06/11,17763.557,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2019/05/19,17763.504,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2019/04/09,17763.437,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2019/03/12,17763.379,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2019/03/12,17763.379,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2022/11/15,17763.365,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2019/02/12,17763.316,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1803,Pro,2019/01/08,17763.253,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2018/12/11,17763.194,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2020/11/10,17763.1577,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2020/10/13,17763.1518,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2020/09/08,17763.1457,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2020/08/11,17763.1397,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2020/07/14,17763.1339,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2020/06/09,17763.1282,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2020/05/12,17763.1217,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2020/04/14,17763.1158,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2020/03/12,17763.1098,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2018/11/13,17763.107,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2018/11/13,17763.107,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1809,Pro,2020/02/11,17763.1039,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1803,Pro,2019/08/13,17134.95,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1803,Pro,2019/07/09,17134.885,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
1,1,Verbose,Analytical,,,Payload logging of different types of packets. NCI packet events.,Windows 10,1803,Pro,2019/06/11,17134.829,Write NCI packet payload (MessageType: {MessageType}; PacketBoundaryFlag: {PacketBoundaryFlag}; Size: {PacketSize}).,{MessageType} | {PacketBoundaryFlag} | {PacketSize}
