Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,1,Verbose,Debug,,,EventState,Windows 11,21H2,Pro,2022/06/21,22000.739,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H1,Pro,2022/04/19,19043.1645,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H1,Pro,2022/01/11,19043.1466,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H2,Pro,2021/12/14,19043.1415,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H1,Pro,2021/12/14,19043.1415,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H1,Pro,2021/11/09,19043.1348,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H1,Pro,2021/10/12,19043.1288,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H1,Pro,2021/09/14,19043.1237,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H1,Pro,2021/08/10,19043.1165,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H1,Pro,2021/07/13,19043.111,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H1,Pro,2021/06/08,19043.1052,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2022/04/19,19042.1645,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2022/01/11,19042.1466,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/05/11,19041.985,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2021/05/11,19041.985,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/04/13,19041.928,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2021/04/13,19041.928,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/03/09,19041.867,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2021/03/09,19041.867,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/02/09,19041.804,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2021/02/09,19041.804,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/01/12,19041.746,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2021/01/12,19041.746,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2020/12/08,19041.685,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2020/12/08,19041.685,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2020/11/19,19041.631,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2020/11/10,19041.63,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2020/10/13,19041.572,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2020/09/08,19041.508,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2020/08/11,19041.45,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2020/07/14,19041.388,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2020/06/09,19041.329,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2020/05/27,19041.264,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2020/04/16,19041.208,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H2,Pro,2022/03/15,19041.1586,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H1,Pro,2022/03/15,19041.1586,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2022/03/15,19041.1586,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H2,Pro,2022/02/15,19041.1526,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,21H1,Pro,2022/02/15,19041.1526,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2022/02/15,19041.1526,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/12/14,19041.1415,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/11/09,19041.1348,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2021/11/09,19041.1348,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/10/12,19041.1288,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2021/10/12,19041.1288,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/09/14,19041.1237,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2021/09/14,19041.1237,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/08/10,19041.1165,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2021/08/10,19041.1165,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/07/13,19041.111,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2021/07/13,19041.111,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,20H2,Pro,2021/06/08,19041.1052,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,2004,Pro,2021/06/08,19041.1052,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/07/14,18363.959,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/06/09,18363.9,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/05/12,18363.836,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/04/14,18363.778,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/03/12,18363.72,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/02/11,18363.657,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/01/14,18363.592,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2019/12/10,18363.535,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2019/10/05,18363.418,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2021/06/08,18363.1621,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2021/05/11,18363.1556,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2021/04/13,18363.15,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2021/03/09,18363.144,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2021/02/11,18363.1379,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2021/01/12,18363.1316,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/12/08,18363.1256,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/11/10,18363.1198,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/10/13,18363.1139,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/09/08,18363.1082,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1909,Pro,2020/08/11,18363.1016,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2020/07/14,18362.959,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2020/05/12,18362.836,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2020/03/12,18362.72,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2020/02/11,18362.657,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2019/12/10,18362.535,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2019/11/12,18362.476,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2019/09/10,18362.356,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2019/03/29,18362.3,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2019/07/09,18362.239,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2019/06/11,18362.175,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2020/12/08,18362.1256,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2020/11/10,18362.1198,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2020/10/13,18362.1139,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2020/09/08,18362.1082,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1903,Pro,2019/12/10,18362.1016,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2020/01/14,17763.973,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2019/12/10,17763.914,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows Server 2019,1809,Standard,2019/12/10,17763.914,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2019/11/12,17763.864,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows Server 2019,1809,Standard,2019/11/12,17763.864,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2019/10/08,17763.805,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2019/09/10,17763.737,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows Server 2019,1809,Standard,2019/09/10,17763.737,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2019/08/13,17763.678,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows Server 2019,1809,Standard,2019/08/13,17763.678,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2019/07/09,17763.615,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2019/06/11,17763.557,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2019/05/19,17763.504,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2019/04/09,17763.437,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2019/03/12,17763.379,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows Server 2019,1809,Standard,2019/03/12,17763.379,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2019/02/12,17763.316,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1803,Pro,2019/01/08,17763.253,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows 10,1809,Pro,2018/12/11,17763.194,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
1,1,Verbose,Debug,,,EventState,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,Event ID {BrokeredEventId} changed state from {OldState} to {NewState},{BrokeredEventId} | {OldState} | {NewState}
