Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,22H2,Pro,2022/12/20,22621.963,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,22H2,Pro,2022/11/15,22621.819,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,22H2,Pro,2022/10/18,22621.674,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,22H2,Pro,2022/09/20,22621.382,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,22H2,Pro,2023/03/21,22621.1413,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,22H2,Pro,2023/02/21,22621.1265,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,22H2,Pro,2023/01/17,22621.1105,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/09/20,22000.978,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/08/16,22000.856,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/07/19,22000.795,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/06/21,22000.739,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/05/17,22000.675,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/04/19,22000.613,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/03/15,22000.556,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/02/15,22000.493,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/01/11,22000.434,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2021/12/14,22000.376,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2021/11/09,22000.318,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2021/09/16,22000.194,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2023/03/21,22000.1696,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2023/02/21,22000.1574,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2023/01/17,22000.1455,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/12/20,22000.1335,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/11/15,22000.1219,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro,2022/10/18,22000.1098,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2023/03/21,20348.1607,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2023/02/21,20348.1547,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2023/01/17,20348.1487,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/12/20,20348.1366,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/11/15,20348.1249,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,22H2,Pro,2023/03/21,19045.2728,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,22H2,Pro,2023/02/21,19045.2604,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,22H2,Pro,2023/01/17,19045.2486,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,22H2,Pro,2022/12/20,19045.2364,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,22H2,Pro,2022/11/15,19045.2251,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2023/03/21,19044.2728,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2023/02/21,19044.2604,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2023/01/17,19044.2486,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2022/12/20,19044.2364,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2022/11/15,19044.2251,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2022/10/18,19044.213,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2022/09/20,19044.2006,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2022/08/16,19044.1889,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2022/07/19,19044.1826,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2022/06/21,19044.1766,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2022/05/17,19044.1706,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2022/04/19,19044.1645,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2022/01/11,19044.1466,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2021/10/12,19044.1288,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2021/04/13,19043.928,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2022/12/20,19043.2364,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2022/11/15,19043.2251,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2022/10/18,19043.213,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2022/09/20,19043.2006,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2022/08/16,19043.1889,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2022/07/19,19043.1826,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2022/06/21,19043.1766,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2022/05/17,19043.1706,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2022/04/19,19043.1645,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2022/01/11,19043.1466,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2021/12/14,19043.1415,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H2,Pro,2021/12/14,19043.1415,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2021/11/09,19043.1348,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2021/10/12,19043.1288,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
0,0,Error,Microsoft-Windows-Kernel-EventTracing/Admin,Logging,Write Buffer,Session,Windows 10,21H1,Pro,2021/09/14,19043.1237,Session '{SessionName}' failed to write to log file '{FileName}' with the following error: {ErrorCode},{SessionName} | {FileName} | {ErrorCode}
