Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H2,Pro,2022/06/21,19044.1766,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H2,Pro,2022/05/17,19044.1706,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H2,Pro,2022/04/19,19044.1645,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H2,Pro,2022/01/11,19044.1466,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H2,Pro,2021/10/12,19044.1288,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H1,Pro,2021/04/13,19043.928,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H1,Pro,2022/12/20,19043.2364,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H1,Pro,2022/11/15,19043.2251,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H1,Pro,2022/10/18,19043.213,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H1,Pro,2022/09/20,19043.2006,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H1,Pro,2022/08/16,19043.1889,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H1,Pro,2022/07/19,19043.1826,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H1,Pro,2022/06/21,19043.1766,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
24832,0,Critical,System,WIM integrity verification,IntegrityFileOpen,,Windows 10,21H1,Pro,2022/05/17,19043.1706,The filter failed to open the integrity file for {FileNameBuffer} (data source {DataSourceId}) with status {Status}.,{FileNameBuffer} | {DataSourceId} | {Status}
