Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
