Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2021/05/11,19041.985,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2021/04/13,19041.928,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2021/03/09,19041.867,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2021/02/09,19041.804,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2021/01/12,19041.746,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2020/12/08,19041.685,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2020/11/10,19041.63,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2020/10/13,19041.572,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2020/09/08,19041.508,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2020/08/11,19041.45,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2020/07/14,19041.388,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2020/06/09,19041.329,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2020/05/27,19041.264,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,2004,Pro,2020/04/16,19041.208,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
1,0,Error,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType},{ProviderName} | {AlgorithmName} | {dwFlags} | {Status} | {OperationType}
