Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,22H2,Pro,2023/03/21,19045.2728,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2021/03/09,19041.867,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2021/03/09,19041.867,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2021/02/09,19041.804,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2021/02/09,19041.804,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2021/01/12,19041.746,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2021/01/12,19041.746,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2020/12/08,19041.685,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2020/12/08,19041.685,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2020/11/19,19041.631,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2020/11/10,19041.63,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2020/10/13,19041.572,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2020/09/08,19041.508,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2020/08/11,19041.45,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2020/07/14,19041.388,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2020/06/09,19041.329,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2020/05/27,19041.264,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2020/04/16,19041.208,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2022/03/15,19041.1586,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,21H1,Pro,2022/03/15,19041.1586,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,21H2,Pro,2022/03/15,19041.1586,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2022/02/15,19041.1526,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,21H1,Pro,2022/02/15,19041.1526,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,21H2,Pro,2022/02/15,19041.1526,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2021/12/14,19041.1415,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2021/11/09,19041.1348,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2021/11/09,19041.1348,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2021/10/12,19041.1288,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2021/10/12,19041.1288,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2021/09/14,19041.1237,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2021/09/14,19041.1237,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2021/08/10,19041.1165,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2021/08/10,19041.1165,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2021/07/13,19041.111,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2021/07/13,19041.111,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,2004,Pro,2021/06/08,19041.1052,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,20H2,Pro,2021/06/08,19041.1052,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/07/14,18363.959,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/06/09,18363.9,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/05/12,18363.836,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/04/14,18363.778,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/03/12,18363.72,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/02/11,18363.657,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/01/14,18363.592,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2019/12/10,18363.535,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2019/10/05,18363.418,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2021/06/08,18363.1621,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2021/05/11,18363.1556,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2021/04/13,18363.15,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2021/03/09,18363.144,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2021/02/11,18363.1379,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2021/01/12,18363.1316,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/12/08,18363.1256,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/11/10,18363.1198,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/10/13,18363.1139,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/09/08,18363.1082,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1909,Pro,2020/08/11,18363.1016,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2020/07/14,18362.959,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2020/05/12,18362.836,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2020/03/12,18362.72,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2020/02/11,18362.657,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2019/12/10,18362.535,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2019/11/12,18362.476,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2019/09/10,18362.356,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2019/03/29,18362.3,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2019/07/09,18362.239,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2019/06/11,18362.175,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2020/12/08,18362.1256,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2020/11/10,18362.1198,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2020/10/13,18362.1139,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2020/09/08,18362.1082,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1903,Pro,2019/12/10,18362.1016,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2020/01/14,17763.973,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2019/12/10,17763.914,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows Server 2019,1809,Standard,2019/12/10,17763.914,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2019/11/12,17763.864,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows Server 2019,1809,Standard,2019/11/12,17763.864,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2019/10/08,17763.805,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2019/09/10,17763.737,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows Server 2019,1809,Standard,2019/09/10,17763.737,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2019/08/13,17763.678,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows Server 2019,1809,Standard,2019/08/13,17763.678,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2019/07/09,17763.615,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2019/06/11,17763.557,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2019/05/19,17763.504,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2019/04/09,17763.437,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2019/03/12,17763.379,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows Server 2019,1809,Standard,2019/03/12,17763.379,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows Server 2019,1809,Standard,2022/11/15,17763.365,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1809,Pro,2019/02/12,17763.316,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows 10,1803,Pro,2019/01/08,17763.253,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
1,0,,Microsoft-Windows-Diagnosis-Perfhost/Analytic,,,Errors,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,Function {Function} of the PerfHost service failed with error code {Error}.,{Function} | {Error}
