Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 7,SP1,Ultimate,1970/01/01,7601.0,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1809,Pro,2019/09/10,17763.737,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1809,Pro,2019/10/08,17763.805,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1809,Pro,2019/11/12,17763.864,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1809,Pro,2019/12/10,17763.914,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1809,Pro,2020/01/14,17763.973,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2019/06/11,18362.175,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2019/07/09,18362.239,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2019/03/29,18362.3,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2019/09/10,18362.356,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2019/11/12,18362.476,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2019/12/10,18362.535,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2020/02/11,18362.657,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2020/03/12,18362.72,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2020/05/12,18362.836,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1903,Pro,2020/07/14,18362.959,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2021/03/09,18363.144,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2021/04/13,18363.15,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2019/10/05,18363.418,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2019/12/10,18363.535,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2020/01/14,18363.592,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2020/02/11,18363.657,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2020/03/12,18363.72,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2020/04/14,18363.778,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2020/05/12,18363.836,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,,,,Windows 10,1909,Pro,2020/07/14,18363.959,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,Surface Virtual Disk,Stop,Activity,Windows 10,20H2,Pro,2021/06/08,19041.1052,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,Surface Virtual Disk,Stop,Activity,Windows 10,2004,Pro,2021/06/08,19041.1052,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,Surface Virtual Disk,Stop,Activity,Windows 10,20H2,Pro,2021/07/13,19041.111,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
1,0,Information,Microsoft-Windows-VHDMP/Operational,Surface Virtual Disk,Stop,Activity,Windows 10,2004,Pro,2021/07/13,19041.111,The VHD {VhdFileName} has come online (surfaced) as disk number {VhdDiskNumber}.,{VhdFileName} | {VhdDiskNumber}
