Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1909,Pro,2020/09/08,18363.1082,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1909,Pro,2020/08/11,18363.1016,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2020/07/14,18362.959,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2020/05/12,18362.836,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2020/03/12,18362.72,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2020/02/11,18362.657,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2019/12/10,18362.535,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2019/11/12,18362.476,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2019/09/10,18362.356,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2019/03/29,18362.3,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2019/07/09,18362.239,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2019/06/11,18362.175,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2020/12/08,18362.1256,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2020/11/10,18362.1198,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2020/10/13,18362.1139,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2020/09/08,18362.1082,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1903,Pro,2019/12/10,18362.1016,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2020/01/14,17763.973,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2019/12/10,17763.914,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2019/12/10,17763.914,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2019/11/12,17763.864,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2019/11/12,17763.864,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2019/10/08,17763.805,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2019/09/10,17763.737,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2019/09/10,17763.737,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2019/08/13,17763.678,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2019/08/13,17763.678,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2019/07/09,17763.615,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2019/06/11,17763.557,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2019/05/19,17763.504,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2019/04/09,17763.437,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2019/03/12,17763.379,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2019/03/12,17763.379,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2022/11/15,17763.365,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2019/02/12,17763.316,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2019/01/08,17763.253,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2018/12/11,17763.194,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2020/11/10,17763.1577,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2020/10/13,17763.1518,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2020/09/08,17763.1457,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2020/08/11,17763.1397,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2020/07/14,17763.1339,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2020/06/09,17763.1282,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2020/05/12,17763.1217,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2020/04/14,17763.1158,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2020/03/12,17763.1098,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2018/11/13,17763.107,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2018/11/13,17763.107,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1809,Pro,2020/02/11,17763.1039,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2019/08/13,17134.95,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2019/07/09,17134.885,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2019/06/11,17134.829,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2019/05/19,17134.766,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2019/04/09,17134.706,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2019/03/12,17134.648,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2019/01/08,17134.523,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2018/09/11,17134.285,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2018/08/14,17134.228,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2018/06/12,17134.112,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,2019/09/10,17134.1006,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1803,Pro,1970/01/01,17134.1,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1709,Pro,2017/11/14,16299.64,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1709,Pro,2017/11/14,16299.15,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1709,Pro,2017/12/12,16299.125,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1703,Pro,2017/07/11,15063.483,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1703,Pro,2017/06/13,15063.413,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1703,Pro,2017/03/20,15063.0,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2016,1607,Standard,2016/11/08,14393.447,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1607,Pro,2016/11/08,14393.447,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2016,1607,Standard,2016/10/12,14393.0,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1511,Pro,2016/03/08,10586.164,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1511,Enterprise,2016/02/09,10586.104,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1511,Pro,1970/01/01,10586.0,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 10,1507,Pro,2015/07/29,10240.0,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 8.1,8.1,Pro,1970/01/01,9600.0,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
22,0,Verbose,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 8,8,Pro,1970/01/01,9200.0,Sent HTTP request at request handle {obj}: {statusDescription},{obj} | {statusDescription}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,22H2,Pro,2022/11/15,22621.819,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,22H2,Pro,2022/10/18,22621.674,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,22H2,Pro,2022/09/20,22621.382,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2022/09/20,22000.978,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2022/08/16,22000.856,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2022/07/19,22000.795,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2022/06/21,22000.739,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2022/05/17,22000.675,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2022/04/19,22000.613,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2022/03/15,22000.556,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2022/02/15,22000.493,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2022/01/11,22000.434,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2021/12/14,22000.376,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2021/11/09,22000.318,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2021/09/16,22000.194,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2022/11/15,22000.1219,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro,2022/10/18,22000.1098,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Start to receive response from request handle {obj}.,{obj}
23,0,Information,Microsoft-Windows-Runtime-Networking/Tracing,WebSocketConnect,HTTP operation,Http,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Start to receive response from request handle {obj}.,{obj}
