Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2021/02/09,19041.804,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2021/01/12,19041.746,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2021/01/12,19041.746,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2020/12/08,19041.685,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2020/12/08,19041.685,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2020/11/19,19041.631,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2020/11/10,19041.63,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2020/10/13,19041.572,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2020/09/08,19041.508,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2020/08/11,19041.45,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2020/07/14,19041.388,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2020/06/09,19041.329,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2020/05/27,19041.264,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2020/04/16,19041.208,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,21H2,Pro,2022/03/15,19041.1586,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,21H1,Pro,2022/03/15,19041.1586,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2022/03/15,19041.1586,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,21H2,Pro,2022/02/15,19041.1526,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,21H1,Pro,2022/02/15,19041.1526,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2022/02/15,19041.1526,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2021/12/14,19041.1415,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2021/11/09,19041.1348,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2021/11/09,19041.1348,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2021/10/12,19041.1288,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2021/10/12,19041.1288,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2021/09/14,19041.1237,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2021/09/14,19041.1237,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2021/08/10,19041.1165,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2021/08/10,19041.1165,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2021/07/13,19041.111,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2021/07/13,19041.111,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,20H2,Pro,2021/06/08,19041.1052,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,2004,Pro,2021/06/08,19041.1052,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2020/07/14,18363.959,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2020/06/09,18363.9,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2020/05/12,18363.836,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2020/04/14,18363.778,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2020/03/12,18363.72,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2020/02/11,18363.657,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2020/01/14,18363.592,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2019/12/10,18363.535,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2019/10/05,18363.418,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2021/06/08,18363.1621,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2021/05/11,18363.1556,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2021/04/13,18363.15,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2021/03/09,18363.144,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2021/02/11,18363.1379,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2021/01/12,18363.1316,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2020/12/08,18363.1256,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2020/11/10,18363.1198,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2020/10/13,18363.1139,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
1,0,Information,Microsoft-Windows-Crypto-RNG/Analytic,Gather entropy for the system random number generator,Start,Source registration,Windows 10,1909,Pro,2020/09/08,18363.1082,An entropy source was registered.	Source	{SourceNumber}	Name	{SourceName}	Type	{SourceType},{SourceNumber} | {SourceName} | {SourceType}
