Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 11,21H2,Pro,2022/06/21,22000.739,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H2,Pro,2022/06/21,19044.1766,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H2,Pro,2022/05/17,19044.1706,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H2,Pro,2022/04/19,19044.1645,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H2,Pro,2022/01/11,19044.1466,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H2,Pro,2021/10/12,19044.1288,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2021/04/13,19043.928,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2022/06/21,19043.1766,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2022/05/17,19043.1706,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2022/04/19,19043.1645,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2022/01/11,19043.1466,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H2,Pro,2021/12/14,19043.1415,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2021/12/14,19043.1415,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2021/11/09,19043.1348,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2021/10/12,19043.1288,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2021/09/14,19043.1237,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2021/08/10,19043.1165,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2021/07/13,19043.111,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2021/06/08,19043.1052,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2022/04/19,19042.1645,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2022/01/11,19042.1466,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/05/11,19041.985,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2021/05/11,19041.985,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/04/13,19041.928,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2021/04/13,19041.928,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/03/09,19041.867,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2021/03/09,19041.867,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/02/09,19041.804,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2021/02/09,19041.804,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/01/12,19041.746,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2021/01/12,19041.746,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2020/12/08,19041.685,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2020/12/08,19041.685,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2020/11/19,19041.631,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2020/11/10,19041.63,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2020/10/13,19041.572,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2020/09/08,19041.508,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2020/08/11,19041.45,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2020/07/14,19041.388,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2020/06/09,19041.329,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2020/05/27,19041.264,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2020/04/16,19041.208,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H2,Pro,2022/03/15,19041.1586,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2022/03/15,19041.1586,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2022/03/15,19041.1586,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H2,Pro,2022/02/15,19041.1526,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,21H1,Pro,2022/02/15,19041.1526,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2022/02/15,19041.1526,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/12/14,19041.1415,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/11/09,19041.1348,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2021/11/09,19041.1348,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/10/12,19041.1288,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2021/10/12,19041.1288,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/09/14,19041.1237,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2021/09/14,19041.1237,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/08/10,19041.1165,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2021/08/10,19041.1165,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/07/13,19041.111,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2021/07/13,19041.111,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,20H2,Pro,2021/06/08,19041.1052,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,2004,Pro,2021/06/08,19041.1052,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/07/14,18363.959,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/06/09,18363.9,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/05/12,18363.836,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/04/14,18363.778,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/03/12,18363.72,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/02/11,18363.657,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/01/14,18363.592,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2019/12/10,18363.535,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2019/10/05,18363.418,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2021/06/08,18363.1621,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2021/05/11,18363.1556,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2021/04/13,18363.15,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2021/03/09,18363.144,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2021/02/11,18363.1379,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2021/01/12,18363.1316,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/12/08,18363.1256,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/11/10,18363.1198,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/10/13,18363.1139,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/09/08,18363.1082,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1909,Pro,2020/08/11,18363.1016,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1903,Pro,2020/07/14,18362.959,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
3000,0,Information,Microsoft-Windows-BranchCacheSMB/Operational,,,SMB BranchCache,Windows 10,1903,Pro,2020/05/12,18362.836,SMB BranchCache was enabled with min hash version {MinHashVersion} and max hash version {MaxHashVersion}.,{MinHashVersion} | {MaxHashVersion}
