Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,1,Error,EEInfo,RpcClientCall,Stop,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Extended Error Information: 	ProcessName: 	{ImageName} 	ComputerName: 	{ComputerName} 	ProcessId: 	{ProcessID} 	Status: 	{Status} 	DetectionLocation: 	{DetectionLocation},{ImageName} | {ComputerName} | {ProcessID} | {Status} | {DetectionLocation}
1,1,Error,EEInfo,RpcClientCall,Stop,,Windows 10,21H1,Pro,2021/04/13,19043.928,Extended Error Information: 	ProcessName: 	{ImageName} 	ComputerName: 	{ComputerName} 	ProcessId: 	{ProcessID} 	Status: 	{Status} 	DetectionLocation: 	{DetectionLocation},{ImageName} | {ComputerName} | {ProcessID} | {Status} | {DetectionLocation}
1,1,Error,EEInfo,RpcClientCall,Stop,,Windows 10,21H1,Pro,2022/12/20,19043.2364,Extended Error Information: 	ProcessName: 	{ImageName} 	ComputerName: 	{ComputerName} 	ProcessId: 	{ProcessID} 	Status: 	{Status} 	DetectionLocation: 	{DetectionLocation},{ImageName} | {ComputerName} | {ProcessID} | {Status} | {DetectionLocation}
1,1,Error,EEInfo,RpcClientCall,Stop,,Windows 10,21H1,Pro,2022/11/15,19043.2251,Extended Error Information: 	ProcessName: 	{ImageName} 	ComputerName: 	{ComputerName} 	ProcessId: 	{ProcessID} 	Status: 	{Status} 	DetectionLocation: 	{DetectionLocation},{ImageName} | {ComputerName} | {ProcessID} | {Status} | {DetectionLocation}
1,1,Error,EEInfo,RpcClientCall,Stop,,Windows 10,21H1,Pro,2022/10/18,19043.213,Extended Error Information: 	ProcessName: 	{ImageName} 	ComputerName: 	{ComputerName} 	ProcessId: 	{ProcessID} 	Status: 	{Status} 	DetectionLocation: 	{DetectionLocation},{ImageName} | {ComputerName} | {ProcessID} | {Status} | {DetectionLocation}
1,1,Error,EEInfo,RpcClientCall,Stop,,Windows 10,21H1,Pro,2022/09/20,19043.2006,Extended Error Information: 	ProcessName: 	{ImageName} 	ComputerName: 	{ComputerName} 	ProcessId: 	{ProcessID} 	Status: 	{Status} 	DetectionLocation: 	{DetectionLocation},{ImageName} | {ComputerName} | {ProcessID} | {Status} | {DetectionLocation}
1,1,Error,EEInfo,RpcClientCall,Stop,,Windows 10,21H1,Pro,2022/08/16,19043.1889,Extended Error Information: 	ProcessName: 	{ImageName} 	ComputerName: 	{ComputerName} 	ProcessId: 	{ProcessID} 	Status: 	{Status} 	DetectionLocation: 	{DetectionLocation},{ImageName} | {ComputerName} | {ProcessID} | {Status} | {DetectionLocation}
1,1,Error,EEInfo,RpcClientCall,Stop,,Windows 10,21H1,Pro,2022/07/19,19043.1826,Extended Error Information: 	ProcessName: 	{ImageName} 	ComputerName: 	{ComputerName} 	ProcessId: 	{ProcessID} 	Status: 	{Status} 	DetectionLocation: 	{DetectionLocation},{ImageName} | {ComputerName} | {ProcessID} | {Status} | {DetectionLocation}
1,1,Error,EEInfo,RpcClientCall,Stop,,Windows 10,21H1,Pro,2022/06/21,19043.1766,Extended Error Information: 	ProcessName: 	{ImageName} 	ComputerName: 	{ComputerName} 	ProcessId: 	{ProcessID} 	Status: 	{Status} 	DetectionLocation: 	{DetectionLocation},{ImageName} | {ComputerName} | {ProcessID} | {Status} | {DetectionLocation}
1,1,Error,EEInfo,RpcClientCall,Stop,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Extended Error Information: 	ProcessName: 	{ImageName} 	ComputerName: 	{ComputerName} 	ProcessId: 	{ProcessID} 	Status: 	{Status} 	DetectionLocation: 	{DetectionLocation},{ImageName} | {ComputerName} | {ProcessID} | {Status} | {DetectionLocation}
