Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
2147500641,0,,,,,,Windows 11,24H2,Pro,2024/10/2,26100.1742,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,22H2,Pro,2022/12/20,22621.963,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,22H2,Pro,2022/11/15,22621.819,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,22H2,Pro,2022/10/18,22621.674,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,22H2,Pro,2022/09/20,22621.382,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,22H2,Pro,2023/03/21,22621.1413,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,22H2,Pro,2023/02/21,22621.1265,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,22H2,Pro,2023/01/17,22621.1105,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/09/20,22000.978,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/08/16,22000.856,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2023/03/21,22000.1696,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2023/02/21,22000.1574,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2023/01/17,22000.1455,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/12/20,22000.1335,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/11/15,22000.1219,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro,2022/10/18,22000.1098,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
2147500641,0,,,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Creating Team {Team} failed. Status = {Status}.,{Team} | {Status}
