Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,22H2,Pro,2022/12/20,22621.963,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2023/03/21,22000.1696,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2023/02/21,22000.1574,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2023/01/17,22000.1455,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2022/12/20,22000.1335,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2022/11/15,22000.1219,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro,2022/10/18,22000.1098,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
3000,0,Information,Microsoft-Windows-AppSruProv,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,AppId ({AppId}); UserId ({UserSid}); FgCycles ({FgCycles}); BgCycles({BgCycles}); FgClockTime ({FgClockTime}); FgCtxSwitches ({FgCtxSwitches}); BgCtxSwitches ({BgCtxSwitches}); FgBytesRead ({FgBytesRead}); FgBytesWritten ({FgBytesWritten}); FgNumReadOps ({AppId}0); FgNumWriteOps ({AppId}1); FgNumFlushOps ({AppId}2); BgBytesRead ({AppId}3); BgBytesWritten ({AppId}4); BgNumReadOps ({AppId}5); BgNumWriteOps ({AppId}6); BgNumFlushOps ({AppId}7),{AppId} | {UserSid} | {FgCycles} | {BgCycles} | {FgClockTime} | {FgCtxSwitches} | {BgCtxSwitches} | {FgBytesRead} | {FgBytesWritten} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId} | {AppId}
