Provider,Level,Event ID,Version,Channel,Task,Opcode,Keyword,Message
Microsoft-Windows-ApplicationExperienceInfrastructure,win:Warning,1,0,Application,,win:Stop,,The application ({AppName}; from vendor {VendorName}) has the following problem: {Summary}
Microsoft-Windows-ApplicationExperienceInfrastructure,win:Critical,2,0,Application,,,,The application ({AppName}; from vendor {VendorName}) was hard-blocked and raised the following: {Summary}
