Provider|Level|Event ID|Version|Channel|Task|Opcode|Keyword|Message
Microsoft-Windows-Firewall|Error|6400|0|System||||An attempt to programmatically disable the Windows Defender Firewall using a call to INetFwProfile.FirewallEnabled(FALSE) interface was rejected because this API is not supported on Windows Vista. This has most likely occurred due to an app which is incompatible with Windows Vista. Please contact the app's vendor to make sure you have a Windows Vista compatible app version.Error Code:		E_NOTIMPLCaller Process Name:	{CallerProcessName}Process ID:		{ProcessId}Publisher:		{Publisher}
