Provider,Level,Event ID,Version,Channel,Task,Opcode,Keyword,Message
Microsoft-Windows-StorageManagement-WSP-Host,Critical,1000,0,Microsoft-Windows-StorageManagement/Operational,,,,A Windows Storage Provider failed to load.Provider:		{ProviderName}Provider DLL:	{ProviderDLL}Error Code:	{ErrorCode}Load Phase:	{LoadPhase}This failure is indicative of a bad installation; or a missing or corrupt DLL.
