Provider,Level,Event ID,Version,Channel,Task,Opcode,Keyword,Message
Microsoft-Windows-ASN1,Error,1,0,Microsoft-Windows-ASN1/Operational,Decoding,,Decoding,Decoding failed:	Module	{Module}	PDU	{PDU}	Object	{Object}	Status	{Status}	Data length	{TotalEncodedLength}		See Details for the first {EncodedLength} bytes of encoded data.
