Provider,Level,Event ID,Version,Channel,Task,Opcode,Keyword,Message
Microsoft-Windows-Crypto-BCrypt,Error,1,0,Microsoft-Windows-Crypto-BCrypt/Analytic,,,,Open Provider Failure.  Cryptographic Parameters: 	Provider Name:	{ProviderName} 	Algorithm Name:	{AlgorithmName} 	Flags:	{dwFlags} Failure Information: 	Return Code:	{Status} 	Failure Type:	{OperationType}
